"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"20377","346","Unnamed Deputy Sheriff 4","Unnamed Deputy Sheriff 4","","<p>In <em>Absalom!</em> the ""second man"" in the ambulance that Rosa Coldfield takes out to the Sutpen place at the end of 1909 is ""perhaps a deputy sheriff"" (299).</p>","Yes"
"20376","792","Unnamed Deputy Sheriff 12","Unnamed Deputy Sheriff 12","","<p>In ""Uncle Willy"" the man who takes Darl Bundren in handcuffs to the mental hospital is described as ""a fat deputy sheriff that was smoking a cigar"" (228); he did not appear in Faulkner's original account of this event, at the end of the novel <em>As I Lay Dying</em> (1930).  (As is also the case with county sheriffs, there are many unnamed deputy sheriffs in the Yoknapatawpha fictions.  It's possible that Faulkner is imagining at least some of these deputies as recurring, especially when the stories are set at more or less the same historical moment.  However, there is no way to be sure of that, so it is more accurate to represent each of these deputies as a separate character.)</p>","Yes"
"20375","791","Anse Bundren","Bundren, Anse","","<p>Anse Bundren is a farmer by vocation, but he is perhaps more accurately described with a term Faulkner's fiction regularly applies to the Snopeses: parasite.  Unlike Flem, however, Anse is rendered comically rather than as a threat to the social order.  He is described as a ""kind of tall, gaunted man"" (203).  Physically his most striking feature seems to be his hair; Peabody calls it ""pushed and matted up . . . like a dipped rooster"" (44).  He narrates three chapters in which he portrays himself as both the victim of ""bad luck"" and ""them"" - the anonymous people who make his life so hard (36).  His neighbors, however, and most readers instead see how successful he is at getting other people to do all his work for him.  Darl observes, ""I have never seen a sweat stain on his shirt.  He was sick once from working in the sun when he was twenty-two years old, and he tells people that if he ever sweats, he will die"" (17).</p>","Yes"
"20374","790","Addie Bundren","Bundren, Addie","","<p>Although Addie Bundren only appears in <em>As I Lay Dying</em>, she is one of the most memorable women characters in the Yoknapatawpha fictions, and in her impact on her children both before and after her death a great example of the role 'absence' plays in Faulkner's world.  A former school teacher who came to Frenchman's Bend from Jefferson, Addie is the matriarch of the Bundren family who is lying on her death bed when the narrative begins.  Her spiteful wish to be buried in Jefferson initiates and drives the journey at the center of the novel. After she dies she somehow narrates one of the novel's sections; it demonstrates her cruel and sometimes violent detachment from others and explains why she named her third son ""Jewel."" Cora Tull tells us that ""not a woman in this section [of Yoknapatawpha] could ever bake with Addie Bundren"" (8).</p>","Yes"
"20373","345","Darl Bundren","Bundren, Darl","Addie Bundren, Anse Bundren","<p>Darl is Anse and Addie Bundren's second child in <em>As I Lay Dying</em>. Chronologically this places him between Cash and Jewel.  But psychologically he has no place: unlike his older and his younger brother, he was born completely outside the circle of his mother's love. The most prolific narrator in the novel (he narrates 19 chapters), he also seems to be omniscient, as he often narrates events at which he is not present (nor does he narrate them as though he is recounting a story he was told).  His strange narrative status is reinforced by an apparent ability to communicate with his siblings without words and by a vocabulary that often seems at odds with his socio-economic status (though his service ""at the war"" - that is, World War I - is sometimes cited as an experience that may have opened him up to a larger knowledge base and given him access to very contemporary terms like ""cubistic,"" 254, 219). Cora tells us that he is ""the one that folks say is queer"" (24).  Her husband diagnoses Darl's problem in vernacular terms: ""he just thinks by himself too much"" (71).  A more sophisticated analyst would say that, like Quentin Compson at the other end of the social hierarchy, his problem is consciousness itself.  His actions or inaction often drive the dramatic tension in the novel.  Except for a mention in ""Spotted Horses"" of a ""Mrs. Bundren"" who may be Addie, Darl in the only member of his family who appears in any other text.  The juvenile narrator of ""Uncle Willy"" refers twice to the end of Darl's story, when he is taken away to ""the asylum at Jackson"" (228).  Neither Darl nor Uncle Willy can find a way to live in the conventional world - as Darl says, very movingly, in the novel, ""How often have I lain beneath rain on a strange roof, thinking of home"" (80).</p>","Yes"
"20372","344","Dan","Dan","","<p>In ""Gold Is Not Always"" and again in <em>Go Down, Moses</em> Dan is the head stableman on the McCaslin-Edmonds' place, and is one of the two Negroes who help Roth search for ""Alice Ben Bolt,"" the valuable mule who has gone missing.  Dan immediately recognizes the mule's footprint and (as Roth ""would realize"" later) also recognizes the footprints of the man who led Alice away (229, 81).  The fact that Dan doesn't tell Roth about the man puts black employee and his white boss on opposite sides of the color line.</p>","Yes"
"20369","477","Unnamed Sheriff 11","Unnamed Sheriff 11","","<p>The unnamed county sheriff who appears in ""A Point of Law"" is not described in any detail.  In the companion short story ""Gold Is Not Always,"" the sheriff is only mentioned.  When Faulkner combined these stories into the chapter in <em>Go Down, Moses</em> called ""The Fire and the Hearth,"" he describes the sheriff who plays the same roles as ""a tremendous man, fat"" (62).  We assume these are all the same character in Faulkner's imagination.  On the other hand, there are two other 'sheriff's in the novel: Sheriff Maydew in ""Pantaloon in Black"" and a second unnamed one in ""Go Down, Moses.""  They are essentially contemporaneous, but the text does not suggest any connection between any of these three - so we have created three separate ""Sheriff"" entries.</p>","Yes"
"20368","787","Unnamed Mottstown Sheriff 1","Unnamed Mottstown Sheriff 1","","<p>After Joe Christmas' arrest in <em>Light in August</em>, the unnamed sheriff of the county that includes Mottstown encourages the crowd outside the jail to respect the law.</p>","Yes"
"20367","786","Unnamed Sheriff 7","Unnamed Sheriff 7","","<p>In ""Uncle Willy"" the sheriff, the county's chief law enforcement officer, locks Willy's drugstore after the clerk has stolen most of its stock and disappeared.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20366","785","Unnamed Mottstown Sheriff 2","Unnamed Mottstown Sheriff 2","","<p>The unnamed sheriff of the county that includes Mottstown in ""That Will Be Fine"" is going to question Uncle Rodney about the bond theft and forgery. He later watches for Uncle Rodney's attempt to abscond with Grandpa's neighbor's wife and ""all the jewelry"" (281).</p>","Yes"
"20365","784","Unnamed Sheriff 10","Unnamed Sheriff 10","","<p>At the end of ""Hand upon the Waters"" the ""sheriff of the county"" visits Stevens to wrap up the details of Stevens' unofficial investigation.  He tries to get Stevens to confirm that Joe murdered Boyd Ballenbaugh.  Stevens does not take the bait.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20364","673","Unnamed Sheriff 2","Unnamed Sheriff 2","","<p>The sheriff never appears in ""Dry September,"" but is mentioned by Hawkshaw when he tries to prevent the lynching: ""Let's get the sheriff and do this thing right"" (172).  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20363","783","Unnamed Sheriff 12","Unnamed Sheriff 12","","<p>In both versions of ""Go Down, Moses"" - the short story and the chapter of that name in the novel <em>Go Down, Moses</em> - Gavin Stevens briefly considers consulting ""the sheriff"" for help locating Mollie Beauchamp's grandson.  There are three 'sheriff's in the novel, two unnamed ones (in ""The Fire and the Hearth"" and ""Go Down, Moses""), and Sheriff Maydew in ""Pantaloon in Black.""  They are essentially contemporaneous, but the text does not suggest any connection between any of them - so we have created three separate ""Sheriff"" entries.</p>","Yes"
"20362","782","Unnamed Sheriff 13","Unnamed Sheriff 13","","<p>While the sheriff of Yoknapatawpha never appears in person in ""Knight's Gambit,"" Robert Markey mentions him when he tells Gavin Stevens that ""your sheriff will have to send someone"" to help take Max Harriss into custody (232).  Later Stevens mentions a different officer of the law when he instructs his nephew to send a message to the Memphis police that includes this phrase: ""use police per request Jefferson chief if necessary” (214).   While the county sheriff is a familiar character in the Yoknapatawpha fictions, there is no other mention in them of a ""chief"" of police.  Presumably Stevens uses that term as one the police in Memphis would be more likely to respect.  In any case, Gavin is never shown speaking with such an authority before sending the message.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20361","781","Unnamed Sheriff 8","Unnamed Sheriff 8","","<p>In ""Monk,"" the county sheriff is mentioned by negation, as a way to characterize the hill country in the eastern part of the county from which Monk hails: according to the narrator, the area is so dangerous to outsiders that not even the sheriff will go there.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20360","780","Unnamed Sheriff 5","Unnamed Sheriff 5","","<p>The county sheriff who oversees the assessment and payment of property taxes on the Mardis-Holland property never appears directly in ""Smoke.""  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20358","778","Unnamed Sheriff 6","Unnamed Sheriff 6","","<p>This sheriff is only mentioned in ""Skirmish at Sartoris"" as a story and again as a chapter in <em>The Unvanquished</em>.  After killing the two Burdens, John Sartoris tells his followers that he plans to find the sheriff and ""make bond"" (208). The office of Sheriff was different from the office of Marshal that is at stake in the election.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20357","777","Unnamed Sheriff 3","Unnamed Sheriff 3","","<p>The county sheriff who appears in <em>Sanctuary</em> is ""a fat man, with a broad, dull face""; he  arrests Lee Goodwin in the first half of the novel, and then, just before Lee is lynched, expresses his hope that the crowd outside the jail ""wont do anything"" (293).  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20356","776","Unnamed Sheriff 1","Unnamed Sheriff 1","","<p>The county sheriff in <em>The Sound and the Fury</em> is a man with ""vigorous untidy iron-gray hair and his gray eyes were round and shiny like a little boy's"" (301-02).  He exercises his judgment - about Jason Compson in particular - when he refuses to help Jason chase after his niece on Easter Sunday.  (Unnamed county sheriffs appear in fifteen different Yoknapatawpha fictions.  Obviously in some of these cases - at least when the stories are set at more or less the same historical moment - Faulkner may be thinking of the same unnamed character, or one of the half dozen ""Sheriff Hampton""s who also appear in the fictions, but from the texts themselves there is no way to establish that.)</p>","Yes"
"20355","775","Unnamed Sheriff 9","Unnamed Sheriff 9","","<p>The antebellum ""sheriff of the county"" who leads the ""posse"" that follows and then arrests Sutpen on suspicion of having committed some kind of crime (34, 35) in <em>Absalom!</em> is probably not Major de Spain, who is the county sheriff in the years immediately following the Civil War.</p>","Yes"
"20354","343","Unnamed Doctor 6","Unnamed Doctor 6","","<p>The Jefferson doctor who appears twice in <em>Light in August</em> is not named.  Some years before the events of the story, he arrives at a cabin where Gail Hightower has just delivered a stillborn Negro baby.  In the novel's present he is also the doctor whom Byron Bunch contacts when Lena goes into labor in a different cabin; again he arrives too late, but this time after Hightower has successfully delivered the baby.  (In the various fictions there are three named Jefferson doctors who appear more than once - Habersham in the early life of the town; Peabody and Alford in the 20th century - but there are also over a dozen doctors who are never named.  It's possible that Faulkner might have imagined one or more of them as Alford, or that he might have had the same different doctor in mind for more than one of the unnamed ones, but since the texts provide no evidence of that, we have created separate entries for all the local doctors without names.)</p>","Yes"
"20353","774","Unnamed Coroner 4","Unnamed Coroner 4","","<p>In <em>Intruder in the Dust</em> the coroner who is going to perform the autopsy on Jake Montgomery's body is waiting at ""the undertaker's back door"" when it arrives there (177).</p>","Yes"
"20352","773","Unnamed Coroner 1","Unnamed Coroner 1","","<p>The man who is referred to simply as ""the coroner"" in <em>Sanctuary</em> man may also be the local undertaker, but all one can say for certain is that he ""sits over"" Tommy's body as it lays in the funeral parlor trying unsuccessfully to learn the corpse's last name (113).</p>","Yes"
"20351","541","Unnamed Coroner 2","Unnamed Coroner 2","","<p>In ""Hand upon the Waters,"" the coroner who contacts Stevens about Lonnie Grinnup’s death and presides over the inquest is described as ""an old country doctor"" (70).  He signs the death certificate without ever suspecting the death might not have been an accident.</p>","Yes"
"20350","342","Unnamed Coroner 3","Unnamed Coroner 3","","<p>The role of the coroner who appears in both ""Pantaloon in Black"" and <em>Go Down, Moses</em> is to pronounce Rider's cause of death and return the body to Rider's relatives.  The script he follows is that of the Jim Crow system.</p>","Yes"
"20349","772","Odum Tull","Tull, Odum","","<p>Odum Tull appears only once in the fictions, in ""Fool About a Horse,"" when he gives his neighbor Vynie Snopes and her milk separator a ride back home from Jefferson in his wagon.   (When Faulkner revised this story for inclusion in <em>The Hamlet</em>, he is essentially replaced by a farmer named Cliff Odum.)</p>","Yes"
"20348","771","Eula Tull","Tull, Eula","Vernon Tull, Cora Tull","<p>In <em>As I Lay Dying</em> Kate is one of Vernon and Cora Tull's two daughters.  The way she appears in her parents' narrative sections suggests that she is clear-eyed if not angry and cynical about the place that she occupies as a poor woman.  She calls out the woman who changed her mind about buying her mother's cakes as one of ""those rich town ladies"" (7) and even gets ahead of the plot of the novel when she predicts that Anse will ""get another [wife] before cotton-picking"" (34).  She may also be attracted to Jewel Bundren.  Either she or her sister is the daughter Whitfield refers to at Addie's funeral as ""Tull's youngest"" (179).</p>","Yes"
"20347","770","Kate Tull","Tull, Kate","Vernon Tull, Cora Tull","<p>In <em>As I Lay Dying</em> Eula is one of the two daughters of Cora and Vernon Tull.  Apparently while the Tulls were in town she bought a ""bead"" necklace for ""twenty-five cents,"" perhaps to appeal to Darl Bundren, whom she watches as he passes through the Bundren house (9).  Either she or her sister is the daughter Whitfield refers to at Addie's funeral as ""Tull's youngest"" (179).</p>","Yes"
"20346","769","Tull, Daughters of Vernon","Tull, Daughters of Vernon","","<p>The children of Frenchman's Bend farmer Vernon Tull and his wife are all girls, but there is no consensus among the fictions about how many daughters they have.  In the earliest representation of the Tull family, <em>As I Lay Dying</em>, there are two, named Eula and Kate.  In ""Spotted Horses"" there are three - none named.   In <em>The Hamlet</em>, there are four, again not named; though one of these girls is referred to as the ""biggest"" when all four appear at the Snopes trial, they are described as a unit when they ""turn their heads as one head"" (357).  Similarly, the narrator of ""Two Soldiers"" refers generically to ""them girls of Tull's"" (83).  Eula and Kate Tull have separate entries in our database, but since in the three other cases these daughters are treated as a unit, this entry includes them all.</p>","Yes"
"20345","768","Tull","Tull","","<p>Among the suitors for Eula Varner listed in <em>The Mansion</em> are ""Tulls"" (130).  Tulls appear in almost a dozen fictions; most of them are either Vernon Tull or identifiable as members of his immediate family.  The Tull or Tulls courting Eula are unlikely to be Vernon, but presumably are somehow related to him.</p>","Yes"
"20343","491","Vernon Tull","Tull, Vernon","","<p>Vernon Tull is a farmer in Frenchman's Bend who appears in ten different Yoknapatawpha fictions.  In <em>As I Lay Dying</em> he narrates six of the novel's sections, which gives readers a particularly intimate connection to him; in these chapters he is one of the novel's more reliable commentators, particularly when he suggests that it might be a mistake for a person ""to spend too much time thinking"" (71).  Many of the references to him across the canon specifically mention his family; in <em>The Hamlet</em> the narrator calls him ""the face of the breathing archetype and protagonist of all men who marry young and father only daughters and are themselves but the eldest daughter of their own wives"" (10).  In ""Lizards in Jamshyd's Courtyard,"" on the other hand, he is described as ""a well-to-do bachelor"" (142) who is wealthy enough to cover the note for ""one thousand dollars"" with which he buys a one-third share of the Old Frenchman's place (149).  Despite some inconsistencies, overall he appears as good-natured, kind, and almost entirely free from the kinds of conflicts that drive so many of Faulkner's other characters.</p>","Yes"
"20342","341","Cora Tull","Tull, Cora","","<p>The wife of Vernon and the mother of a fluxuating number of daughters, Cora Tull is described by the third-person narrator of <em>The Hamlet</em> as a ""strong, full-bosomed though slightly dumpy woman"" whose face perpetually wears ""an expression of grim and seething outrage . . . directed not at any Snopes or at any other man in particular but at all men, all males"" (357).  This is a more extreme version of the 'Cora Tull' whom readers meet in the earlier <em>As I Lay Dying</em>, where she narrates three sections herself, and plays a substantial role as Addie's nearest neighbor.  Like Addie, she was once a school teacher.  Both her sections and the larger narrative reveal her to be a frugal, officious and conscientious woman who is fond of singing hymns inside and outside of church. She attends Addie at her deathbed, and in her commentaries often sees ""God's bounteous love for His creatures"" in very unlikely places (24).  The roles she plays in the other four fictions that mention her are all minor ones.</p>","Yes"
"20341","339","Comyn","Comyn","","<p>Referred to in <em>Flags in the Dust</em> by Monaghan as ""that big Irish devil"" (387), Comyn was Royal Air Force flyer (identified in ""Ad Astra"" as a lieutenant) with whom Young Bayard and Johnny Sartoris flew during World War I.  In ""Ad Astra"" he appears as a proud Irishman who disdains the English nation he has served. He is drinking heavily and looking for women or a fight or both.</p>","No"
"20340","338","Colonel Newberry","Colonel Newberry","","<p>Colonel G. W. Newberry is the Union commander of the ""--th Illinois Infantry"" (77, 124). Rosa Millard tricks him into handing over mules.</p>","Yes"
"20339","337","Colonel Nathaniel G. Dick","Dick, Colonel Nathaniel G.","","<p>Colonel Dick is a Union cavalryman with a ""bright beard"" and ""hard bright eyes"" who appears in ""Ambuscade"" and ""Raid"" and is mentioned in ""The Unvanquished"" as a short story.  Across these texts as well as <em>The Unvanquished</em> he appears as a chivalrous gentleman who knows how to treat a lady like Rosa Millard even in the midst of the confict between Yankees and rebels.  When his troop of Ohio cavalry comes to the Sartoris plantation looking for Colonel John in the first story, he wins her respect by tactfully accepting the lie he knows she is telling about the whereabouts of Bayard and Ringo.  In the later ""Raid,"" she seeks him out among the crowds of Union soldiers and self-emancipating slaves to help in retrieving the silver and mules that a different Union unit has confiscated - which he gives her without hesitation.</p>","Yes"
"20338","335","Chevalier Soeur-Blonde de Vitry","De Vitry, Chevalie Soeur-Blonde","","<p>Though he is mentioned in six fictions, this Frenchman remains a shadowy figure.  When he first appears, during Ikkemotubbe's trip to New Orleans in ""Red Leaves,"" the narrator notes that his ""social position"" is ""equivocal"" (317).  <em>Chevaliers</em> were minor nobles in pre-Revolutionary France. This ""Chevalier"" has emigrated from Paris to the French colony of Louisiana, though two of the stories also show him back in France as an old man.  Thematically he may represent the frontier world out of which Yoknapatawpha emerged, with its blend of frontier raggedness and aristocratic pretensions, but his main role in the fictions is as the source of Ikkemotubbe's subriquet: De Vitry calls him ""du homme,"" the Man, after the name of the tribal chief, and this nickname morphs into ""Doom.""</p>","Yes"
"20337","767","Charley 2","Charley 2","","<p>The man named ""Charley"" in <em>The Reivers</em> (146) is described by Lucius as ""a switchman, a railroad man anyway,"" in ""greasy overalls"" (141).  He helps load the horse into the boxcar.</p>","No"
"20336","334","Charley 1","Charley 1","","<p>The character named ""Charley"" in <em>Light in August</em> is ""a young interne from the county hospital"" who is a doctor's assistant (124) at the Memphis orphanage where an infant is left ""on the doorstep"" (133).  This young man is the person who decides they should name the child ""Joe Christmas.""  He is still working there as an intern five years later, when Joe overhears him having sex with the ""dietitian"" (120).  (""Interne"" and ""dietitian"" are the novel's spellings.)</p>","No"
"20335","333","Cassius Q. Benbow","Benbow, Cassius Q.","","<p>This emancipated slave is mentioned in ""Skirmish at Sartoris"" and again in <em>The Unvanquished</em>.  Before the Civil War, Cassius was called ""Uncle Cash""; he was enslaved by the Benbow family and worked as their carriage driver (66, 199).  He is illiterate.  During the War he ""run off with the Yankees"" (66, 199), but has returned to Jefferson and been appointed ""Acting Marshal"" by the northerners who are trying to reconstruct the town's government (66, 199).  It is his possible election as Marshal that precipitates the story's climax.</p>","Yes"
"20334","766","Captain Warren","Warren, Captain","","<p>In the 1932 short story ""Death Drag"" Captain Warren is a well-to-do war veteran who has established himself comfortably in his home town; adults and children alike know him as ""an ex-army flyer"" who ""was in the war"" (185, 188). There is actually no clear evidence in the story that Warren's home town <em>is</em> Jefferson, and its likely that if he did live in Yoknapatawpha he would have been mentioned in <em>Flags in the Dust</em> (1929), with its focus on aviators and returning wounded veterans.  But when in 1945-1946 Malcolm Cowley collected a set of Faulkner's texts for the Viking <em>Portable Faulkner</em>, he asked Faulkner to draw another map of Yoknapatawpha (like the one he had done for <em>Absalom!</em> a decade earlier), and the map Faulkner drew clearly locates ""Death Drag"" inside his mythical county.  So in what could be called a retro-fitting of that short story into the canon he includes Captain Warren in the 1949 story ""Knight's Gambit,"" which is set just before the U.S. entry into the next world war.  In that story Warren is a farmer who lives a few miles from Jefferson, but still called Captain Warren on account of his service as ""a flight commander in the old Royal Flying Corps before it became the RAF"" (206).  Charles Mallison asks for his advice about enlisting in the American Army Air Corps.</p>","Yes"
"20333","765","Bookwright's Daughter","Bookwright, Unnamed Daughter","Bookwright","<p>Never given a first name in ""Tomorrow,"" this ""country girl of seventeen"" (90) falls for Buck Thorpe's swagger. Her father, referred to only as ""Bookwright,"" apparently discover her during ""the inevitable elopement at midnight"" and shoots Buck (90).  Her subsequent fate is not mentioned.</p>","Yes"
"20332","764","Bookwright","Bookwright","","<p>This ""solid, well-to-do farmer, husband and father"" from Frenchman's Bend is Gavin Stevens' client in ""Tomorrow"" (90).  There is no way to determine if he is Odum or Homer or Cal, or yet a different member of the Bookwright|Bookright family.  This Bookwright turned himself in after shooting Buck Thorpe to keep him from eloping with his daughter; the story begins during his trial for that crime.</p>","Yes"
"20331","452","Odum Bookwright","Bookwright, Odum","","<p>Described in <em>The Hamlet</em> as ""sturdy short-legged black-browed ready-faced man"" (63), Bookwright is one of several characters in Frenchman's Bend who keep Ratliff apprised of the goings on about the hamlet when he is gone.  At the end of that novel, he and Ratliff and Armstid are swindled by Flem Snopes into purchasing the Old Frenchman’s Place - an event that is referred to again in <em>The Mansion</em>.</p>","Yes"
"20330","763","Mrs. Odum Bookwright","Bookwright, Mrs. Odum","","<p>In <em>The Hamlet</em> Odom Bookwright mentions but does not name his wife when he tells Ratliff that she hasn't spoken of ""anybody's new sewing machine in almost a year"" (76).</p>","Yes"
"20329","378","Homer Bookwright","Bookwright, Homer","","<p>Homer Bookwright (spelled without the ""w"" in ""By the People"") is a farmer and church member in Frenchman's Bend and a minor figure in four Yoknapatawpha texts.  He does, however, have a memorable line in <em>The Mansion</em>, when he explains the jailor's wife's interest in Montgomery Ward Snopes' career as a pornographer by asking, rhetorically, ""aint she human too, even if she is a woman?"" (70).</p>","Yes"
"20328","332","Herman Bookwright","Bookwright, Herman","","<p>There are both Bookwrights and Bookrights in Frenchman's Bend in various texts.  Herman Bookwright appears in <em>The Hamlet</em> as one of Eula's fervent suitors, and one of the two young men from the Bend who leave the area ""suddenly overnight"" once it is discovered that she is pregnant - though Ratliff believes that both these young men were ""just wishing they had"" (140).</p>","Yes"
"20327","331","Captain Bowen","Bowen, Captain","","<p>In ""Raid"" and again in <em>The Unvanquished</em>, Captain Bowen is in charge of the Union cavalry troop which Rosa, Bayard, and Ringo encounter on their way back home. Although he himself doesn't appear, one of his lieutenants says that the Captain mounted them with captured stock.</p>","Yes"
"20326","762","Lucy Pate Houston|Letty Bookright Houston","Houston, Lucy Pate|Letty Bookright","Calvin BookwrightBookright","<p>Like her husband, Mrs. Houston is mentioned in all three novels in the Snopes trilogy.  Her story is essentially the same: within a year of their marriage, she is killed by his horse, a dangerous stallion.  But her maiden name changes, from Lucy Pate (in <em>The Hamlet</em>) to Letty Bookright (in <em>The Town</em>), as does the brief biography provided in those first two volumes, and as do the details of her death.  She comes into focus most vividly in <em>The Hamlet</em>.  Her essential role in the trilogy is to be the reason why Houston is a widower.</p>","Yes"
"20325","330","Calvin BookwrightBookright","Bookwright|Bookright, Calvin","","<p>We can say for sure that this character lives in or near the Frenchman's Bend part of Yoknapatawpha, but otherwise our composite Bookwright|Bookright is based on interpretation.  In <em>The Town</em> Cal Bookright is the father of the woman Zack Houston marries.  In <em>The Mansion</em> Calvin Bookwright is a moonshiner: according to Hoke McCarron,  the ""stuff [he] used to make"" tasted ""jest like"" Bushmill's, a well-known brand of Irish whiskey (190).  In <em>The Reivers</em> ""Uncle Cal Bookwright"" makes moonshine whiskey that can be bought at Mack Winbush's for two dollars a gallon (12).  Brooks identifies the ""Bookwright"" who appears in the short story ""Tomorrow"" as the same man, but we follow Volpe in treating that Bookwright as another character.</p>","Yes"
"20324","761","Mrs. Freeman","Freeman, Mrs.","","<p>In <em>The Hamlet</em> Mrs. Freeman watches as Eck and Wall Street try to catch their horse. Eck and the boy try to stop the horse by tripping it. ""She said that when it hit that rope, it looked just like one of these here great big Christmas pinwheels"" (365).</p>","Yes"
"20323","357","Freeman","Freeman","","<p>Freeman appears in both ""Spotted Horses"" and <em>The Hamlet</em> in connection with the auction of the ponies in Frenchman's Bend - though no first name is given in either text, and while he has a wife in <em>The Hamlet</em>, no other details about him are provided.  In the novel Freeman ends up buying and losing one of the horses; in ""Spotted Horses"" he only appears driving his wagon past Varner's store several days after the auction, as Mrs Armstid is trying to get the money her husband spent back from Flem.</p>","Yes"
"20322","760","Burrington, Cousin of Nathaniel Burden","Burrington, Cousin of Nathaniel Burden","","<p>In <em>Light in August</em> it is this cousin of Nathaniel Burden who finds a bride in New Hampshire for him.  Since the other New England relatives of the Burdens are named Burrington, we presume that's also this cousin's last name.</p>","No"
"20321","759","Mrs. Nathaniel Burden","Burden, Mrs. Nathaniel","","<p>In <em>Light in August</em> Joanna Burden's mother is Nathaniel Burden's second wife, but compared to all Joanna tells Joe Christmas about Juana, Burden's first wife after after whom she is named, Joanna says very little about her own mother, not even her name.  All we know about her is that she moves to Jefferson from New Hampshire after Nathaniel writes his cousin there that he is seeking a wife who is ""a good housekeeper and . . . at least thirtyfive years old"" (250).  She and Nathaniel marry ""two days after"" she arrives in town, and ""two years later"" Joanna, their only child, is born (252).</p>","Yes"
"20320","758","Juana Burden","Burden, Juana","","<p>Juana is the Hispanic wife of Nathaniel Burden and the mother of Calvin Burden II in <em>Light in August</em>.  Born in Mexico, she waits a dozen years to get married and legitimize her child.  In 1866 she comes to Jefferson with her husband and father-in-law.  She dies not long after her son is killed by Colonel Sartoris, though in the account of her family that Joanna - who is named after her - gives Joe Christmas, she does not mention the cause of Juana's death.</p>","No"
"20319","757","Sarah Burden","Burden, Sarah","Calvin Burden I, Evangeline Burden","<p>She is one of three daughters of Calvin Burden I and Evangeline in <em>Light in August</em>. Unlike their older brother Nathaniel, who is dark like their mother, all three daughters have blue eyes.</p>","Yes"
"20318","756","Vangie Burden","Burden, Vangie","Calvin Burden I, Evangeline Burden","<p>She is one of three daughters of Calvin Burden I and Evangeline in <em>Light in August</em>. ""Vangie"" is presumably a nickname for ""Evangeline,"" which is her mother's name.  Unlike their older brother Nathaniel, who is dark like their mother, all three daughters have blue eyes.</p>","Yes"
"20317","755","Beck Burden","Burden, Beck","Calvin Burden I, Evangeline Burden","<p>She is one of three daughters of Calvin Burden I and Evangeline in <em>Light in August</em>.  ""Beck"" is presumably short for Rebecca.  Unlike their older brother Nathaniel, who is dark like their mother, all three daughters have blue eyes.</p>","No"
"20316","754","Nathaniel Burrington II","Burrington, Nathaniel II","","<p>The relatives of Joanna Burden who remain in New Hampshire in <em>Light in August</em> are named Burrington.  Her nephew Nathaniel - he has the same name as her great-grandfather - offers a $1000 reward for her killer after he is informed about her murder.</p>","No"
"20315","753","Nathaniel Burrington I","Burrington, Nathaniel I","","<p>In <em>Light in August</em> the first Nathaniel Burrington stands at the head of the ancestral line that reaches an end with Joanna Burden.  He is a Unitarian minister in New England who fathers ten children, the youngest of whom is Calvin, who changes his last name from Burrington to Burden.</p>","No"
