"SourceTextTitle","SourceTextCode","CharacterName","AKA","Race","Gender","Class","Rank","Vitality","Family","Occupation","SpecificJob","Home","DateOfBirth","FirstAppearence","Biography","CauseOfDeath","col","dob_span","glue","hover","lab","location","mark","Narrator","none","Origin","OtherTexts","OtherTextsTEMP","Real","wid","x","y","Sort Name","Nid","IndividualGroup","Disability","Ethnicity","Ontological Status","ChangesClass","CharacterKey","CharacterKeyID","Parent","financial_status","social_status","family_new","date_of_death"
"""A Name for the City""","NC","Unnamed Circumnavigators","","White","Male","MultiClass Group","Peripheral","Alive","","Other","Explorers","","","County Jail","<p>The narrator's Uncle, Gavin Stevens, begins this story with by referring to the ""world travelers"" who made history by circumnavigating the globe, from the first ones, who did it in ""three years"" (he is referring to Magellan's voyage in a sailing ship, 1519-1522), to the ones who did it in ""ninety hours"" (he is referring to the crew of the  US Air Force B-50 bomber who made the trip in 1949); Gavin wrongly adds that ""now"" - when the story was published, presumably - the feat has been accomplished in ""thirty hours"" (200).  Stevens refers to these ""tense and furious circumnavigators"" a bit dismissively, to set up a comparison with the poet Homer, who exemplifies the more impressive capacity of the human heart to ""plumb and chart the ultimate frontiers"" while remaining in one place (200).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Circumnavigators","18561","Group","","","","0","Unnamed Circumnavigators","23186","","","","",""
"""A Name for the City""","NC","Uncle Gavin","Gavin Stevens","White","Male","Upper Class","Secondary","Alive","Stevens","Professional","Lawyer","","","County Jail","<p>Described as a ""middle-aging country lawyer"" by his nephew, the narrator, ""Uncle Gavin"" provides a kind of frame for the story of Jefferson before the city had a name: ""Uncle Gavin . . . used to tell me the old tales about Jefferson and the county . . . as though he himself had been there a hundred or a hundred and fifty years ago"" (200). Gavin Stevens makes his first appearance in the 1931 short story ""Hair"" and by the 1940s and 50s becomes one of the most important and prevalent characters in Faulkner's fiction.</p><br />","","","","","","","","","","","","""An Error in Chemistry"", ""By the People"", ""Go Down, Moses"", ""Hair"", ""Hand Upon the Waters"", ""Knight's Gambit"", ""Monk"", ""Smoke"", ""The Tall Men"", ""Tomorrow"", Go Down, Moses, Intruder in the Dust, Light in August, Requiem for a Nun, The Mansion, The Town","","","","","","Gavin, Uncle","18562","Individual","","","","0","Gavin Stevens","19084","","","","StevenssInNC",""
"""A Name for the City""","NC","Unnamed Airman","","White","Male","Indeterminable","Minor","Alive","","Transportation","Pilot","","","County Jail","<p>This aviator, invented by Gavin Stevens, aspires to be the latest individual to set a new speed record for traveling around the world. Stevens gives him elementary emotions and speech, suggesting that Stevens lacks respect for such an individual.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Airman","18563","Individual","","","Created by a Character in Text","0","Unnamed Aviator 2","23184","","","","",""
"""A Name for the City""","NC","Homer","","White","Male","Indeterminable","Peripheral","Dead","","Other","Poet","Athens, Greece","","Athens, Greece","<p>Homer is the classic Greek epic poet to whom <em>The Iliad</em> and <em>The Odyssey</em> are attributed.  His blindness is part of his mythic status.  To Gavin Stevens, Homer is proof of what mankind can achieve: despite his disability, he ""charted the ultimate frontiers of passion and defeat and glory and ambition and courage and hope and fear"" (200).</p><br />","","","","","","","","","","","","Flags in the Dust, The Town","","","","","","Homer","18564","Individual","visually impaired","","Historical/Real","0","Homer","23182","","","","",""
"""A Name for the City""","NC","Unnamed Greek Child","","White","Male","Lower Class","Peripheral","Dead","","","","Athens, Greece","","Athens, Greece","<p>According to Uncle Gavin, this child provides useful and necessary assistance to the magnificent Greek poet, Homer.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Greek Child","18565","Individual","","","Created by a Character in Text","0","Unnamed Greek Child","23187","","","","",""
"""A Name for the City""","NC","General Andrew Jackson","President Jackson","White","Male","Middle Class","Peripheral","Alive","","Administrative","General, President of the United States","","January 7th, 1767","County Jail","<p>Originally famous as a frontier military leader, Andrew Jackson became President of the United States in 1829 - where he was best-known for his advocacy of the interests of the 'common man' and his policy of 'removing' the nation's Indian tribes across the Mississippi.</p><br />","Disease","","","","","","","","","","","""Appendix: Compson"", Requiem for a Nun","","","","","","Jackson, Andrew","18566","Individual","","","Historical/Real","0","Andrew Jackson","20462","","","","",""
"""A Name for the City""","NC","Issetibbeha","","Indian","Male","Indian Chief","Peripheral","Dies","Issetibbeha|Ikkemotubbe","","","","","Indian Agency","<p>Issetibbeha is first mentioned as ""old Issetibbeha, the Chickasaw King"" (200).  He is the chief of the tribe that lived in Yoknapatawpha when the first white pioneers arrive, and becomes a ""friend"" of one of them, Doctor Habersham (202). He has died, however, by the time the main events of the story take place. He is brother to Mohataha and uncle to his successor, Ikkemotubbe.</p><br />","","","","","","","","","","","","""A Courtship"", ""Red Leaves"", ""The Old People"", Go Down, Moses, Requiem for a Nun, The Reivers , The Town","","","","","","Issetibbeha","18567","Individual","","","","0","Issetibbeha","18970","","","","IkkemotubbesInNC",""
"""A Name for the City""","NC","Ikkemotubbe","Doom","Indian","Male","Indian Chief","Minor","Alive","Issetibbeha|Ikkemotubbe","","","","","Indian Agency","<p>Ikkemotubbe is the nephew of the older chief, Issetibbeha, and the son of Issetibbeha's sister, Mohataha. Ikkemotubbe is one of the most complex and unique of Faulkner's Chickasaw characters.  In ""A Name for the City,"" he is the chief with whom Compson and the other settlers negotiate to acquire their land, and the young Indians who help the whites are referred to as ""Ikkemotubbe's young men"" (208), but Ikkemotubbe himself never appears.</p><br />","","","","","","","","","","","","""A Courtship"", ""A Justice"", ""A Name for the City"", ""Appendix: Compson"", ""Delta Autumn"", ""Red Leaves"", ""The Bear"", ""The Old People"", Absalom, Absalom!, Go Down, Moses, Intruder in the Dust, Requiem for a Nun, The Reivers , The Town","","","","","","Ikkemotubbe","18568","Individual","","","","0","Ikkemotubbe","18972","","","","IkkemotubbesInNC",""
"""A Name for the City""","NC","Unnamed Pioneers and Settlers","","White","Male","MultiClass Group","Minor","Alive","","","","","","Frontier Settlement","<p>During the time covered by the story, the white settlement that becomes Jefferson is occupied, first, by two men and a boy who are given names by the narrator and their own character entries in our database.  This entry represents the next two generations or at least phases of inhabitants, which can called pioneers and settlers.  The pioneers are the whites who acquire their land in the ""wilderness"" directly from the Indians who were already there (200); it isn't long before they become ""the older residents"" (206) who are followed into the region by the settlers, the ""new names and faces"" who make up much of the community at the time of the story (206).  The character called Compson is among this second group, but the rest are nameless, and described as ""so new"" that they have ""no discernible antecedents or past at all"" (206).  The narrator strongly implies that many of them are not much different than the bandits they put into the jail.  Curiously, the only female inhabitant of the settlement mentioned in the story is the enslaved cook owned by Holston.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Pioneers and Settlers","18569","Group","","","","0","Unnamed Pioneers and Settlers","23188","","","","",""
"""A Name for the City""","NC","Unnamed Bandits","","White","Male","Lower Class","Minor","Alive","","Criminal","","Natchez Trace","","Hurricane Creek and Bottom","<p>These men are ""a gang - three or four - of Natchez Trace bandits"" captured in the woods and confined in the settlement jail just long enough to stage an escape that adds a kind of shine to their image (201).  Local rumor suggests they may be associated with such historically famous bandits as the Harpes or Mason or Murrell, but the narrator seems to believe they were simply part of the ""fraternity of rapine"" that was a common element on the frontier (201).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Bandits","18570","Group","","","","0","Unnamed Bandits","20749","","","","",""
"""A Name for the City""","NC","Harpes","Micaja Harper;""Big"" Harpe;Joshua Harper;Wiley Harpe;""Little"" Harpe","White","Male","Poor White","Peripheral","Dead","","Criminal","","","","County Jail","<p>During the late 18th century the two Harpe brothers - ""Big"" and ""Little"" - were notorious for their many crimes in the area of the frontier that included northern Mississippi: it is possible that they killed as many as fifty people before they were separately executed in 1799 and 1804.  The narrator of ""A Name for the City"" rejects the idea that the Harpes were the unnamed bandits who were held briefly in the settlement jail.</p><br />","Executed","","","","","","","","","","North Carolina","Requiem for a Nun","","","","","","Harpe Brothers","18571","Group","","","Historical/Real","0","Harpe Brothers","23181","","","","",""
"""A Name for the City""","NC","Mason's Ruffians","Samuel Mason","White","Male","Lower Class","Peripheral","Alive","","Criminal","","Virginia","","Virginia","<p>Led by Samuel Ross Mason, a militia captain during the Revolutionary War, ""Mason's ruffians"" were a gang of river pirates and highwaymen who operated in the Mississippi Valley frontier in the late 18th century. The narrator of ""A Name for the City"" rejects the idea that the unnamed bandits who were briefly held in the settlement jail were part of this gang.</p><br />","","","","","","","","","","","Virginia","Requiem for a Nun","","","","","","Mason's Ruffians","18572","Group","","","Historical/Real","0","Mason&#039;s Ruffians","20515","","","","",""
"""A Name for the City""","NC","Murrell's Gang","John Murrell","White","Male","Lower Class","Peripheral","Alive","","Criminal","","","","County Jail","<p>John Murrell and his ""organization"" were criminals who worked the Mississippi River area of the South between about 1825 and his capture in 1834. As the story's narrator points out, Murrell's activity at this period makes him a more likely historical figure to associate with the unnamed bandits of ""A Name for the City"" than the Harpes or Samuel Mason.</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Murrell's Gang","18573","Group","","","Historical/Real","0","Murrell&#039;s Gang","23183","","","","",""
"""A Name for the City""","NC","Unnamed Militia Band","","White","Male","Lower Class","Minor","Alive","","","","","","County Jail","<p>This group had ""been part of a general muster at the settlement two days ago for a Fourth of July barbeque"" (201).  Like stereotypical frontiersmen, they are soon ""ejected"" from town for their ""drunken brawling"" (201).  After running into and capturing a gang of bandits, they return to the settlement in hopes of claiming a reward; instead, they are eventually locked up with the outlaws they had captured.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Militia Band","18574","Group","","","","0","Unnamed Militia Band","23249","","","","",""
"""A Name for the City""","NC","Unnamed Inhabitants of Modern Jefferson","","White","Male","MultiClass Group","Minor","Alive","","","","","","County Jail","<p>At mid-20th century, Jefferson members of ""Rotary and Lions Clubs and Chambers of Commerce and City Beautifuls"" (201) strongly advocate building development and economic growth of their town. These ""Jefferson city fathers"" (206) seek to solve problems differing greatly from those dealt with by the story's earliest settlers.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Inhabitants of Modern Jefferson","18575","Group","","","","0","Unnamed Inhabitants of Modern Jefferson","20915","","","","",""
"""A Name for the City""","NC","Unnamed Militia Sergeant","","White","Male","Lower Class","Minor","Alive","","Armed Forces","Militia Sergeant","","","Hurricane Creek and Bottom","<p>The sergeant who commanded the militia unit that captured the outlaw gang was reported by some to have ""recognized one of the bandits as a deserter from his corps"" - and reportedly himself recognized by ""one of the bandits"" as ""a former follower of his, the bandit's trade"" (201).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Militia Sergeant","18576","Individual","","","","0","Unnamed Militia Sergeant","21160","","","","",""
"""A Name for the City""","NC","Unnamed Bandit","","White","Male","Lower Class","Minor","Alive","","Criminal","","","","County Jail","<p>This bandit, part of the gang that is brought to the settlement, is said to have claimed the sergeant who commanded the militia unit that captured him was ""a former follower of his, the bandit's, trade"" (201).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Bandit","18577","Individual","","","","0","Unnamed Bandit","20748","","","","",""
"""A Name for the City""","NC","Unnamed Brawlers and Drunkards","","White","Male","Lower Class","Minor","Alive","","","","","","County Jail","<p>These two categories represent the kinds of white men who have been confined in the jail: occasional lawbreakers who are easily detained by ""a single wooden bar in slots across the outside of the door like on a corn crib"" (202).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Brawlers and Drunkards","18578","Group","","","","0","Unnamed Brawlers and Drunkards","23185","","","","",""
"""A Name for the City""","NC","Unnamed Runaway Slaves","","Black","Male","Enslaved Black","Minor","Alive","","","","","","County Jail","<p>Among the various kinds of people confined in the original jail are ""runaway slaves who were captured in the settlement"" (202).  Runaway slaves in the period before the Civil War are very rare in the Yoknapatawpha fictions.  The story does not say where these slaves escaped from.  Instead, it notes that the ""single wooden bar"" across the door of the jail effectively keeps them from escaping again (202).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Runaway Slaves","18579","Group","","","","0","Unnamed Runaway Slaves","21141","","","","",""
"""A Name for the City""","NC","Unnamed Messenger","","White","Male","Lower Class","Minor","Alive","","","","","","County Jail","<p>One of the men of the settlement, he is sent to the ""post-office-store"" to ""fetch the old Carolina lock from the latest Nashville mail-pouch"" (202).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Messenger","18580","Individual","","","","0","Unnamed Messenger 3","20975","","","","",""
"""A Name for the City""","NC","Alexander Holston","Alec Holston;Doctor Holston","White","Male","Middle Class","Secondary","Alive","","Sales and Service","Innkeeper","Holston House","","Cumberland Gap|Cumberland Mountains","<p>Alec Holston is one of the three earliest white settlers in the history of Yoknapatawpha. He arrives as a servant to Dr. Habersham, and eventually becomes the innkeeper of the settlement.  As the original owner of the mammoth lock around which the story revolves, he insists on its return after the escape of the bandits and their captors. His name - and a much refurbished and renovated version of the tavern he founded several decades before the Civil War - survive in 20th century Jefferson in the Holston House.</p><br />","","","","","","","","","","","","""Hand Upon the Waters"", ""My Grandmother Millard and General Bedford Forrest and the Battle of Harrykin Creek"", Intruder in the Dust, Requiem for a Nun, The Mansion, The Reivers , The Town","","","","","","Holston, Alexander","18581","Individual","","","","0","Alexander Holston","20277","","","","",""
"""A Name for the City""","NC","Doctor Habersham","Samuel Habersham","White","Male","Upper Class","Major","Dies","","Professional","Doctor","","","County Jail","<p>Dr. Habersham, one of Yoknapatawpha's three original white inhabitants, comes to Mississippi ""riding horseback across Tennessee from the Cumberland Gap"" (202).  With his ""worn black bag of pills and knives,"" he was so important to the settlement that for a time the place that will become Jefferson was known as ""Doctor Habersham's"" (202).  In this story and <em>Requiem for a Nun</em>,  he is a widower with one son, who moves west with the Chickasaws; but somehow the Habersham name continues in Yoknapatawpha County well into the 20th century, and descendants of his appear in two other texts.</p><br />","","","","","","","","","","","","Intruder in the Dust, Requiem for a Nun, The Reivers , The Town","","","","","","Habersham, Doctor","18582","Individual","","","","0","Doctor Habersham","20408","","","","",""
"""A Name for the City""","NC","Doctor Habersham's Son","","White","Male","Middle Class","Minor","Alive","","Administrative","Chickasaw Agent","","","County Jail","<p>The ""half orphan"" Habersham boy first arrives at the Mississippi settlement with his widowed father (202).  As a grown man, he becomes the region's Indian agent; either before or after this, he marries a Chickasaw, one of Issetibbeha's granddaughters.  To protest the Indian removal policy, he resigns his government job ""in a letter of furious denunciation addressed to the President of the United States himself"" (Andrew Jackson), and moves to Oklahoma ""with his wife's dispossessed people"" (202).</p><br />","","","","","","","","","","","","","","","","","","Habersham, Son of Doctor Habersham","18583","Individual","","","","0","Doctor Habersham&#039;s Son","19614","Doctor Habersham","","","IkkemotubbesInNC",""
"""A Name for the City""","NC","Louis Grenier","The Old Frenchman","White","Male","Upper Class","Minor","Alive","","Management","Planter","Grenier Plantation|Old Frenchman Place","","County Jail","<p>Grenier is a ""Huguenot younger son who brings the first slaves into the country and is granted the first big land patent and so became the first cotton planter"" (202).  Even after he and his name are almost entirely forgotten, he remains a part of the landscape of Yoknapatawpha: he is the 'Old Frenchman' from whom the locality of Frenchman's Bend derives its name, and the decaying big house of his antebellum plantation (the Old Frenchman's place) plays important roles in several fictions.</p><br />","","","","","","","","","","","","""Hand Upon the Waters"", ""Lizards in Jamshyd’s Courtyard"", Intruder in the Dust, Requiem for a Nun, Sanctuary, The Hamlet, The Reivers , The Town","","","","","","Grenier, Louis","18584","Individual","","","","0","Louis Grenier","20501","","","","",""
"""A Name for the City""","NC","Unnamed Slaves of Grenier","","Black","Multi Gender Group","Enslaved Black","Peripheral","Alive","","","","Grenier Plantation|Old Frenchman Place","","Grenier Plantation|Old Frenchman Place","<p>The slaves brought into the settlement by Louis Grenier are the first slaves to come ""into the country"" (202).  None of them appear in the story.</p><br />","","","","","","","","","","","","","","","","","","Unnamed Slaves of Grenier","18585","Group","","","","0","Unnamed Slaves of Grenier|Old Frenchman","21399","","","","",""
"""A Name for the City""","NC","Unnamed Jefferson Ladies","","White","Female","MultiClass Group","Minor","Alive","","","","","","County Jail","<p>A hundred years after the naming of Jefferson, ""during a schism between two ladies' clubs over the naming of the streets in order to get free mail delivery,"" the clubs' members argue over whether ""to change the [town's] name back to Habersham"" (202).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Jefferson Ladies","18586","Group","","","","0","Unnamed Jefferson Ladies 5","20922","","","","",""
"""A Name for the City""","NC","Unnamed Granddaughter of Issetibbeha","","Indian","Female","Indian Tribal Member","Minor","Alive","Issetibbeha|Ikkemotubbe","","","","","Indian Agency","<p>This unnamed granddaughter of Issetibbeha marries Doctor Habersham's son, and ""in the thirties"" the couple ""emigrated to Oklahoma"" along with the rest of the Chickasaws (202).  (In the novel <em>Requiem for a Nun</em>, which Faulkner was writing at the same time as this story, the Chickasaw woman who marries Habersham's son is identified first as Issetibbeha's granddaughter, but later as Mohataha's.)</p><br />","","","","","","","","","","","","","","","","","","Unnamed Granddaughter of Issetibbeha","18587","Individual","","","","0","Unnamed Granddaughter of Issetibbeha|Mohataha","18990","","","","IkkemotubbesInNC",""
"""A Name for the City""","NC","Unnamed Chickasaws","","Indian","Multi Gender Group","Indian Tribal Member","Minor","Alive","","","","","","Oklahoma","<p>The Chickasaw were the tribe living in northern Mississippi when the white settlers began arriving.  In their interactions with the story's white characters they are depicted as friendly.  After ""ceding"" their lands to the newcomers (200), however, they will be 'removed' from the region by the Indian policy of President Jackson's administration - or, as the narrator puts it at the outset of the tale, these ""dispossessed people"" ""emigrated to Oklahoma in the thirties"" (202).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Chickasaws","18588","Group","","","","0","Unnamed Chickasaws 7","20581","","","","",""
"""A Name for the City""","NC","Thomas Jefferson Pettigrew","","White","Male","Lower Class","Major","Alive","","Administrative","Mail Rider","","","Holston House","<p>Named by his mother Thomas Jefferson Pettigrew, the ""special horseman"" who delivers the mail from Nashville to the Mississippi settlement is a ""fragile wisp of a man ageless, hairless, and toothless, who looked too frail even to approach a horse, let alone ride one six hundred miles every two weeks, yet who did so"" (208). Pettigrew becomes deeply involved in the dispute over the lost lock. He then becomes central to the naming of Jefferson. His arguments against the various proposals for dealing with the lost lock show detailed knowledge of bureaucratic federal regulations - and ultimately how to evade them.</p><br />","","","","","","","","","","","Virginia","Requiem for a Nun","","","","","","Pettigrew, Thomas Jefferson","18589","Individual","","","","0","Thomas Jefferson Pettigrew","20655","Pettigrew's Mother","","","",""
"""A Name for the City""","NC","Unnamed Wilderness Outlaws","","White","Male","Lower Class","Peripheral","Alive","","Criminal","","","","Natchez Trace","<p>These ""Natchez Trace bandits"" threaten all who pass through the wilderness between Nashville and the Mississippi settlement (200). Pettigrew's bravery is demonstrated as he carries the mail pouch without firearms through ""a region where for no more than the boots on his feet, men would murder a traveler and gut him like a bear or deer or fish and fill the cavity with rocks and sink the evidence in the nearest water"" (204).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Wilderness Outlaws","18590","Group","","","","0","Unnamed Wilderness Outlaws","23189","","","","",""
"""A Name for the City""","NC","Unnamed Would-be Lynchers","","White","Male","Lower Class","Minor","Alive","","","","","","County Jail","<p>When the bandits are brought to the settlement by their militia captors, the white population of the settlement splits into at least two camps: one ""small but determined gang"" is a ""faction bent on lynching them at once, out of hand, without preliminary"" (206).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Would-be Lynchers","18591","Group","","","","0","Unnamed Would-be Lynchers","23190","","","","",""
"""A Name for the City""","NC","Compson","Quentin Compson II","White","Male","Upper Class","Major","Alive","Compson","Management","Planter","Compson Place","","County Jail","<p>This one-named Compson in this story is the first Compson in Yoknapatawpha: he ""came to the settlement a few years ago with a race horse,"" which he swapped to a Chickasaw chief ""a square mile of what was to be the most valuable land in the future town of Jefferson"" (206). Although not among the settlement's earliest white inhabitants, he becomes the community's unofficial leader: preventing the bandits from being lynched and heading up the committee that confronts Pettigrew over the naming of Jefferson.  He is never given a first name, which makes it difficult to figure out which member of the Compson family Faulkner is thinking of, because in different fictions the 'first Yoknapatawpha Compson' is not always the same one.  In <em>Absalom!</em> for example it is clearly 'General Compson,' grandfather of Quentin and his siblings; in the ""Appendix Compson,"" he is explicitly identified as General Compson's grandfather, the first Jason Compson, who arrived in Yoknapatawpha and acquired the land in 1811.  But given the early date of the story's events, we are identifying ""Compson"" as Quentin II, the great-grandfather of the Quentin in <em>The Sound and the Fury</em>.  In <em>The Mansion</em>, published later than ""A Name for the City"" but in the same decade, the narrative says that the Chickasaw matron Mahataha granted the property ""to Quentin Compson in 1821,"" which is as close as we can get to the likely date the story's Compson arrived.  (Faulkner also included this story in the first section of <em>Requiem for a Nun</em>; in that novel this ""Compson"" is not given a first name until the last section, but there Faulkner identifies him as Jason, i.e. the first Compson named Jason.)</p><br />","","","","","","","","","","","","""A Justice"", ""Appendix: Compson"", ""My Grandmother Millard and General Bedford Forrest and the Battle of Harrykin Creek"", ""The Bear"", Absalom, Absalom!, Go Down, Moses, Intruder in the Dust, Requiem for a Nun, The Mansion, The Reivers , The Sound and the Fury, The Town, The Unvanquished","","","","","","Compson","18592","Individual","","","","0","Quentin Compson II","18884","","","","CompsonsInNC",""
"""A Name for the City""","NC","Unnamed Courier","","White","Male","Lower Class","Minor","Alive","","","","","","County Jail","<p>This courier is sent with ""the two best horses in the settlement"" to Natchez to inform authorities of the capture of the bandits and to negotiate for any reward for their capture (206).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Courier","18593","Individual","","","","0","Unnamed Courier","20857","","","","",""
"""A Name for the City""","NC","Doctor Peabody","","White","Male","Upper Class","Major","Alive","","Professional","Physician","","","County Jail","<p>""Doctor Peabody"" is one of the ""new faces"" that arrive in Yoknapatawpha after the first group of pioneers and becomes ""old Doctor Habersham's successor"" as the community's physician (206).   He is presumably an ancestor of the Doctor Peabody who in other fictions takes care of Yoknapatawpha's sick and wounded until well into the twentieth century, but the text never specifies the relationship between the two men.  This earlier Peabody provides laudanum to add to the whiskey given to the militia for their celebration. He also figures out the way to resolve the crisis of the missing padlock, and in the process finds a name for the city-in-progress.</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Peabody, Doctor","18594","Individual","","","","0","Doctor Peabody 2","20409","","","","",""
"""A Name for the City""","NC","Ratcliffe","Vladimir Kyrilytch Ratcliffe III","White","Male","Middle Class","Major","Alive","","Sales and Service","Trading post keeper","","","County Jail","<p>Ratcliffe, identified as ""the post trader"" - i.e. the person in charge of the Indian agency's trading post (206) - is the first Yoknapatawpha member of a family that would eventually produce V.K. Ratliff, a major character in the Snopes trilogy. He works with Peabody and Compson to bring about the naming of Jefferson.  (In <em>The Town</em>, the first member of the Ratliff family in Mississippi is named Vladimir Kyrilytch Ratcliffe.)</p><br />","","","","","","","","","","","","Requiem for a Nun, The Town","","","","","","Ratcliffe","18595","Individual","","","","0","V.K. Ratcliffe III","20569","","","","",""
"""A Name for the City""","NC","Unnamed Enslaved Waiter","","Black","Male","Enslaved Black","Minor","Alive","","","","","","Holston House","<p>This man, the ""waiter-groom-hostler"" at Holston's tavern and the husband of the cook there, delivers Holston's demand for the lost lock after the bandits and the imprisoned militia have taken apart the jail and escaped (208).</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Enslaved Waiter","18596","Individual","","","","0","Unnamed Enslaved Waiter","20901","","","","",""
"""A Name for the City""","NC","Unnamed Young Men of Ikkemotubbe","","Indian","Male","Indian Tribal Member","Minor","Alive","","","","","","Thickets around Settlement","<p>""A party of Ikkemotubbe's young men"" (208) trail the bandits who escaped the poorly-improvised jail, and participate in the white settlers' search  for Alec Holston's lost lock (208).  The description of them anticipates their removal by calling them ""the wilderness's tameless evictant children"" - and establishes their ""wild and homeless"" appearance by noting how they wear ""the white man's denim and butternut and felt and straw"" (208).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Young Men of Ikkemotubbe","18597","Group","","","","0","Unnamed Young Men of Ikkemotubbe","23192","","","","",""
"""A Name for the City""","NC","Unnamed Chickasaw","","Indian","Male","Indian Tribal Member","Minor","Alive","","","","","","Thickets around Settlement","<p>One of the Chickasaws wears a ""foxhorn"" around his neck which Compson blows to call in ""his men"" from the search for the missing lock (210).  (It seems very anachronistic to associate Indians on the American frontier in the 1820s or 30s with the imported conventions of fox hunting, but in the earlier Indian tale ""Red Leaves"" Faulkner describes the way Mississippi Indians adopted elements of European civilization.)</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Chickasaw","18599","Individual","","","","0","Unnamed Chickasaw","21169","","","","",""
"""A Name for the City""","NC","Mohataha","Mahataha;Issetibbeha's Sister;Doom's Mother","Indian","Female","Indian Tribal Leader","Minor","Alive","Issetibbeha|Ikkemotubbe","","Chickasaw Agent","","","Indian Agency","<p>The ""Chickasaw matriach,"" Mohataha, is Issetibbeha's sister and Ikkemotubbe's mother; she ""signed all the conveyances as her son's kingdom passed to the white people, regularizing it in law anyway"" (210). Ratcliffe proposes that she be charged with the loss of the giant lock, but Pettigrew rejects this idea.  (Faulkner's Mohataha draws on a real Chickasaw leader named Hota, who similarly signed land conveyances for much of the property in Oxford, Mississippi.)</p><br />","","","","","","","","","","","","""A Courtship"", ""A Justice"", ""Red Leaves"", ""The Old People"", Go Down, Moses, Requiem for a Nun, The Mansion, The Town","","","","","","Mohataha","18600","Individual","","","","0","Mohataha","18971","","","","IkkemotubbesInNC",""
"""A Name for the City""","NC","Whitfield","","White","Male","Lower Class","Minor","Alive","","","","","","Whitfield's Cabin","<p>""We already got a church - that's Whitfield's cabin,"" Peabody tells Pettigrew (213). Although he does not appear directly in this story, Whitfield is probably not a full-time preacher, but a settler who holds lay services in his cabin.  He is presumably an ancestor of the ""Reverend Whitfield"" who is an important character in <em>As I Lay Dying</em> and also appears in several other fictions.</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Whitfield","18601","Individual","","","","0","Whitfield 2","20576","","","","",""
"""A Name for the City""","NC","Jefferson","","White","Male","Upper Class","Peripheral","Dead","","Administrative","Statesman, President of the United States","","April 13th, 1743","Holston House Stable","<p>Thomas Jefferson, the main author of the Declaration of Independence and America's third President, was a man of many interests, talents, and achievements.  He became the indirect source of the name that is chosen for the city because a mother named her son Thomas Jefferson Pettigrew, hoping to bring her boy ""luck"" (214) - which might better be understood as 'respect.'</p><br />","Disease","","","","","","","","","","Virginia","Requiem for a Nun","","","","","","Jefferson, Thomas","18602","Individual","","","Historical/Real","0","Thomas Jefferson","21259","","","","",""
"""A Name for the City""","NC","Pettigrew's Mother","","White","Female","Lower Class","Peripheral","Dead","","","","","","Holston House Stable","<p>The mail rider's mother back in Virginia ""never had any schooling"" (214).  When her son was born, she gave him the name of another Virginian,  ""Thomas Jefferson,"" hoping that he might somehow benefit from the purely verbal connection.</p><br />","","","","","","","","","","","Virginia","Requiem for a Nun","","","","","","Pettigrew, Mother of Thomas","18603","Individual","","","","0","Thomas Pettigrew&#039;s Mother","21260","","","","",""
"""A Name for the City""","NC","Unnamed Enslaved Cook","","Black","Female","Enslaved Black","Minor","Alive","","","","","","County Jail","<p>The enslaved wife of the ""waiter-groom-hostler"" at Holston's tavern is the establishment's cook (208); although a good bit of the story takes place in the tavern's kitchen, she herself is never seen.</p><br />","","","","","","","","","","","","Requiem for a Nun","","","","","","Unnamed Enslaved Cook","18606","Individual","","","","0","Unnamed Enslaved Cook","20902","","","","",""
"""A Name for the City""","NC","Unnamed Slaves of Mohataha","","Black","Multi Gender Group","Enslaved Black","Minor","Alive","","","","","","Indian Agency","<p>After whites moved into the Mississippi frontier, several Indian tribes began to own slaves too; Faulkner had already described this in his other tales about the early life of Yoknapatawpha: ""Red Leaves"" (1930) and ""A Justice"" (1931).  All we know about the ""Negro slaves"" who belong to Mohataha is that, along with her descendants and subjects, they purchase items from the settlement's Indian agency turned general store (211).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Slaves of Mohataha","18607","Individual","","","","0","Unnamed Slaves of Mohataha","23453","","","","",""
