"Code","LocationName","Authority","Description","DisplayLabel","DisplayType","X","Y","LocDescription","DisplayName","JeffersonDescription","JeffersonLabel","JeffersonX","JeffersonY","SortName","Region"
"634","Gettysburg, Pennsylvania","","","","","","","<p>Gettysburg is the site of the largest battle ever fought on American soil, between Lee's Army of Northern Virginia and the Army of the Potomac, commanded at that time by George Meade.  During its three days of fighting, July 1-3, 1863, almost fifty thousand men were killed, wounded or captured.  For many commentators, the Union victory there marked the turning point in the Civil War.  In <em>Absalom, Absalom!</em>  the Confederate regiment formed in Yoknapatawpha is there under the command of Thomas Sutpen, though the novel's two references to the battle replace sentimentalities or even military history with irony: at Gettysburg one of the regiment's wagons carries the thousand-pound marble headstones that Sutpen managed to import for his wife's and his own graves in the family cemetery back in Mississippi (154), and Shreve, the Canadian roommate who shares with Quentin Compson the burden of trying to understand the Sutpen story, thinks ""Pickett's charge"" occurred in ""Manassas,"" Virginia (289).  Quentin corrects him.  According to Gavin Stevens (in <em>Intruder in the Dust</em>), ""every Southern boy"" - he is thinking, of course, about <em>white</em> boys - remembers ""two oclock on that July afternoon in 1863,"" knows which Confederate generals were there in Gettysburg at the moment when Longstreet reluctanctly gave Pickett the signal to begin that disastrous charge, can't help wondering how the outcome of that battle and the destiny of the South might have been different (199).  In <em>Go Down, Moses</em>, Picket's charge up to ""Cemetery Ridge"" is part of the argument Roth Edmonds is having with his cousin Ike McCaslin about the meaning of Southern history (272).</p>
","Gettysburg, Pennsylvania","","","","","Gettysburg, Pennsylvania","N"
"635","Harrisburg","","","","","","","<p>In <em>Intruder in the Dust</em> Harrisburg is a fictional town or city in Mississippi, sixty miles from Jefferson and clearly larger, where the District Attorney and the district Judge who try criminal cases in Yoknapatawpha are headquartered.</p>
","Harrisburg","","","","","Harrisburg","R"
"636","Scotland","","","","","","","<p>Much of the white population of Yoknapatawpha is of Scottish descent, from the upper class families like the Compsons and the Mallisons to the folk who live in the ""hill-country of McCallum and Gowrie and Frazier and Muir"" and who brought Scottish words and customs with them ""from Culloden to Carolina, then from Carolina to Yoknapatawpha"" (<em>The Town</em>, 332). So the adjective ""Scotch"" appears in a great many of the fictions.  But three in particular mention Scotland.  Besides <em>The Town</em>, there is the ""Appendix"" that Faulkner wrote to <em>The Sound and the Fury</em>, which traces the Scottish roots of the Compson family back to Glasgow, the home of the printer who was Quentin MacLachan Compson's father; Perth, the city in central Scotland where his mother's family lived and where he was brought up after death of both parents; and Culloden Moor, where the Jacobites (including Quentin) were decisively defeated in a battle with Great Britain in 1746.  And in <em>Intruder in the Dust</em> one of Gavin Stevens' quasi-racial theories is that the people of Beat Four, ""the Gowries and Ingrums and Workitts"" (28), settled in the hills of northeastern Yoknapatawpha because the landscape reminded them of their origins in ""the Scottish highlands"" (145) - a theory he repeats in <em>The Town</em>.</p>
","Scotland","","","","","Scotland","W"
"637","Gowries' Farm","","","","","","","<p>""The family farm"" that feeds the Gowrie clan in <em>Intruder in the Dust</em> is run by Bryan, the third of Nub's six sons (161).  Five of them apparently still live with their father ""in the twenty-year womanless house"" - ""womanless"" since Amanda Gowrie died in 1926 (214).  What the farm produces is never said, but the narrative provides a glimpse of the interior of the house itself: speculating on the scene in the ""diningroom perhaps"" when the family patriarch pronounces sentence on the fratricide among his sons, the narrator describes ""a lamp burning in the center of the table among the crusted sugarbowls and molasses jugs and ketchup and salt and pepper in the same labeled containers they had come off the store shelf in"" (214).  This all-male family in northeast Yoknapatawpha clearly recalls the MacCallums in <em>Flags in the Dust</em> and the McCallums in ""The Tall Men,"" but the Gowries have much rougher edges.  While Chick Mallison learns in the novel to see Nub as a human being capable of grief, there is little suggestion that the Gowries are the kind of family the South and the country can count on to stand up for the right values; the 'family' defines the limits of their loyalties, and even that is contested by the brother who kills his brother.</p>
","Gowries' Farm","","","","","Gowries' Farm","NE"
"638","Unnamed Spinster's House","","","","","","","<p>This is the home of the ""old lady,"" ""a spinster,"" who was ""a neighbor"" of the Mallisons in <em>Intruder in the Dust</em> (58).  Her home is described as the ""pantry"" where she kept ""homemade teacakes"" for the children who lived ""on the street,"" and a ""screened side gallery"" (or porch) where ""on hot summer mornings"" she politely cheated them - or rather, they politely let her cheat - at a card game called Five Hundred (58).</p>
","Unnamed Spinster's House","","","","","Unnamed Spinster's House","J"
"639","Western Front Inset: Amiens","","","","","","","<p>Amiens is a city in northern France that has a long history of military conflict and occupation.   During World War I, it was a key location on the Western Front: the offensive against Germany that the Allies launched there, which featured the first use of armored vehicles in combat, ultimately resulted in the Armistice.  Faulkner uses Amiens as the main setting for his two short stories set in the war, ""Ad Astra"" and ""All the Dead Pilots.""  In the second story German shells fall on the city.  However, his Amiens is defined by the nightclubs, bistros and even a brothel in which aviators 'fight' each other over a woman (""Ad Astra"") or drunkenly try to make peace with each other and themselves after the war ends (""Pilots"").</p>
","Western Front Inset: Amiens","","","","","Western Front Inset: Amiens","W"
"640","Western Front Inset: Sandhurst","","","","","","","<p>The Royal Military Academy Sandhurst, in Surrey, England, is where the British Army trains all of its officers and some from other nations. It dates to 1720 and has great prestige, both in Britain and abroad. In ""All the Dead Pilots,"" it serves as a shorthand for Spoomer's upper-class status and family history.</p>
","Western Front Inset: Sandhurst","","","","","Western Front Inset: Sandhurst","W"
"641","Western Front Inset: Mons","","","","","","","<p>Mons, Belgium, was the site of the first engagement of the British and German forces in World War I. One of Britain's military honors during the war was the Mons Star, an award for combat service that was given to troops who served in France or Belgium between August and November 1914. In ""All the Dead Pilots,"" Spoomer has a Mons Star but not the full wings of a pilot.</p>
","Western Front Inset: Mons","","","","","Western Front Inset: Mons","W"
"642","Ayr, Scotland","","","","","","","<p>During the Great War, as World War I was called at the time Faulkner wrote ""All the Dead Pilots,"" the British military maintained a pool of aviators in Ayr, Scotland.  The pilots were deployed from Ayr to units in France like the Camel squadrons in this story.</p>
","Ayr, Scotland","","","","","Ayr, Scotland","W"
"643","Western Front Inset: Santerre Plateau","","","","","","","<p>Mentioned in ""All the Dead Pilots,"" the Santerre Plateau on the Western Front saw some of the bloodiest battles of World War I, including Verdun and the Somme.</p>
","Western Front Inset: Santerre Plateau","","","","","Western Front Inset: Santerre Plateau","W"
"644","London, England","","","","","","","<p>Lucius' narrative comparison of Parsham, Tennessee, to the capital of Great Britain - ""in those days, unlike London, Parsham had no summer season"" (189) - locates him in a much more cosmopolitan world than the rest of <em>The Reivers</em>.  This is also apparently the only reference to London outside a war-time context in the fictions.</p>
","London, England","","","","","London, England","W"
"645","Western Front Inset: Cambrai","","","","","","","<p>The town of Cambrai in northeastern France, mentioned in ""All the Dead Pilots,"" was the site of a major battle between the German and Allied forces in 1917.</p>
","Western Front Inset: Cambrai","","","","","Western Front Inset: Cambrai","W"
"646","Western Front Inset: Saint Vaast","","","","","","","<p>In ""All the Dead Pilots"" the remains of Johnny Sartoris are buried in a cemetery ""just north of Saint Vaast"" (50).  There are over a dozen places in France named for Saint Vaast, so our decision to identify the town in the story as Neuville-St. Vaast, near Vimy, is an interpretive judgment.</p>
","Western Front Inset: Saint Vaast","","","","","Western Front Inset: Saint Vaast","W"
"648","Western Front Inset: Wing Headquarters","","","","","","","<p>A ""wing headquarters"" - where the wounded narrator of ""All the Dead Pilots"" is ultimately stationed - is a command point for the supervision of several aviation squadrons (512).  It would have been some distance behind the front lines.</p>
","Western Front Inset: Wing Headquarters","","","","","Western Front Inset: Wing Headquarters","W"
"649","Western Front Inset: Aerodrome","","","","","","","<p>The aerodrome - an archaic term for an airfield - that the Royal Air Force aviators fly out of in ""Ad Astra"" and ""All the Dead Pilots"" is located somewhere ""behind Amiens""  (""Pilots,"" 513).</p>
","Western Front Inset: Aerodrome","","","","","Western Front Inset: Aerodrome","W"
"650","Sartoris Plantation Slave Cabin","","","","","","","<p>The Sartoris plantation is large enough to have had a sizable population of enslaved people living on it, and in the story called ""The Unvanquished,"" and again in the chapter called ""Riposte in Tertio"" in <em>The Unvanquished</em> as a novel, Ringo refers to ""the quarters"" that are ""back yonder"" behind the white family's destroyed mansion (88, 142).  Only two of the cabins in the quarters, however, are ever depicted in Faulkner's fictions; both are occupied originally by the plantation's house slaves.  This cabin, appearing in 8 different texts, is first occupied (in ""Ambuscade"") by Joby and Louvinia, the oldest of the Sartoris slaves and the head of the family that includes Ringo (in <em>The Unvanquished</em>) and Simon (in <em>Flags in the Dust</em>).  During the upheaval brought about by the Civil War, the cabin houses several different combinations of people.  After the Yankees burn down the big house in the story called ""Retreat,"" it is occupied by two members of the Sartoris family, Granny and Bayard (""Raid,"" ""The Unvanquished"").  (According to Bayard's description in ""Raid,"" after the Union army passes through northern Mississippi, the sight of white masters living in slave cabins beside the ashes of burned mansions is a common one.)  After Granny's death, Louvinia and Ringo move back into the cabin, to keep Bayard company (""Vendee,"" ""Skirmish at Sartoris"").  And after the Civil War ends, Bayard's father Colonel John and his cousin Drusilla Hawk also live in it, ""Father and I,"" Bayard writes, ""slept on Ringo's and my pallet and Drusilla slept in the bed . . . where Granny used to sleep"" (""Skirmish,"" 62, 192).  While the whites live there, a ""red quilt [is] nailed by one edge to a rafter and hanging down to make two rooms"" (""Raid,"" 36-37, 78), so we know it's originally a one-room cabin.  When Drusilla's mother shows up at Sartoris, she demands the males move somewhere else.   But while the <em>Unvanquished</em> stories tell the early history of the cabin, Faulkner's earlier fictions describe the last stage in its history.  In <em>Flags in the Dust</em> it (or perhaps another cabin built on the same spot) is occupied by Simon and his family, including his daughter Elnora - who in 1920 work for the Sartorises as servants.  Ten years later it is lived in by Elnora and her children, who turn out to be Sartorises too.  In ""There Was a Queen"" Elnora is acknowledged to be Bayard's half-sister.  New housing arrangements were possible during the chaos of the war, but in its aftermath the bi-racial daughter of Colonel Sartoris remains in a cabin behind the big house her father constructed and - to use a very loaded term - re-constructed.  (See also the entry for Sartoris Plantation Uncle Henry's Cabin.)</p>
","Sartoris Plantation Slave Cabin","","","","","Sartoris Plantation Slave Cabin","NW"
"651","Sartoris Plantation Other Slave Cabin","","","","","","","<p>A second slave cabin on the Sartoris plantation is mentioned in 4 of the <em>Unvanquished</em> stories.  It is referred to several times as ""the other cabin"" (""Skirmish at Sartoris,"" 62, 192), but even though no other cabins are ever mentioned, there must have been many other cabins in the quarters, given the size and wealth of the plantation.  This other cabin is originally occupied by Loosh and his wife Philadelphy.  It is probably not far from the one lived in by Joby and Louvinia (Loosh's father and mother) - unless you measure the distance politically.  In ""My Grandmother Millard,"" written after the other stories in this series but set earlier in the Civil War, Bayard mentions the ""something"" that happened to Loosh and the ""it"" that he talks about ""more than once, in the cabin"" (669).  ""It"" is his freedom, which puts him at odds with his parents, who remain intensely loyal to the white family that owns them.  When the Union army does pass through Sartoris in ""Retreat,"" Loosh makes Philadelphy go with him in its wake - self-emancipating as many slaves do in other Yoknapatawpha fictions.  Behind them the Yankees leave the Sartoris big house in ashes, so over the course of the later stories Loosh's cabin is inhabited, first, by his parents - who are there because members of the white family that still claims to own them have moved into their cabin; then by Joby and Ringo and Colonel John Sartoris and Bayard - the white males are there because the ladies of Jefferson object to them sleeping in a cabin with Drusilla (""Skirmish at Sartoris"").  For that time being, this cabin is one of the most integrated spaces in Yoknapatawpha - though Bayard's narrative does not mention where Louvinia sleeps during this period.</p>
","Sartoris Plantation Other Slave Cabin","","","","","Sartoris Plantation Other Slave Cabin","NW"
"652","Quarters at Compson Farm","","","","","","","<p>In ""A Justice"" Sam Fathers is introduced into Faulkner's fictions as ""a clever carpenter from the quarters"" on the Compson farm (343).  This is where the Negro tenants who work on the farm live, and their cabins are part of the larger grounds that include ""the barns and smokehouses"" (343).  The term the narrator uses here - ""quarters"" - recalls the layout of a slave plantation (343), and in many ways the economic system of white landlords and black sharecroppers that arose in the South after the Civil War replicates the system of slavery.  (In ""The Old People"" and in <em>Go Down, Moses</em> the ""quarters"" where Sam lives is part of two different plantations; these have their own entries in this index.)</p>
","Quarters at Compson Farm","","","","","Quarters at Compson Farm","NE"
"653","Blacksmith Shop on Compson Farm","","","","","","","<p>Like the cabin that Sam Fathers lives in before he moves out to the big woods, the blacksmith shop where he works is one of the locations that Faulkner moves around to suit his changing imaginative project. In ""A Justice,"" it's on the Compson farm.  In it Sam makes and repairs items for the farm, including ""breast-yokes"" and ""wagon wheels"" (344). It is also here that he tells Quentin the story of how he got to have two names.  (In two later texts Faulkner moves this blacksmith shop to two other plantations; those Locations have other entries in the index.)</p>
","Blacksmith Shop on Compson Farm","","","","","Blacksmith Shop on Compson Farm","NE"
"654","Creek at Compson Farm","","","","","","","<p>In "" Justice"" Caddy and Jason are sent ""to the creek"" on the Compson family farm ""to fish"" (343) while Quentin goes to the plantation blacksmith shop to hear Sam Fathers explain why he has two names.</p>
","Creek at Compson Farm","","","","","Creek at Compson Farm","NE"
"655","Hot Spring on Chickasaw Plantation","","","","","","","<p>Usually ""hot springs"" are natural pools of water heated by geothermal energy to a temperature higher than that of the human body.  In many cultures around the world they are used therapeutically.  The hot spring on Doom's plantation in ""A Justice"" is where Sam Fathers' ""pappy"" Craw-ford (or Crawfish-ford) soaks his feet for three days after he ""hurt his back lifting the steamboat"" (352). When Doom suggests ""the husband of the woman which I won on the steamboat"" (353) should sit with him, his back is suddenly better.  (""Red Leaves"" mentions a well on the plantation, and ""A Courtship"" mentions a spring with drinking water, but this is the only mention of a 'hot spring' in all the Yoknapatawpha fictions.)</p>
","Hot Spring on Chickasaw Plantation","","","","","Hot Spring on Chickasaw Plantation","NW"
"656","Cabin of Sometimes-Wakeup","","","","","","","<p>This is the cabin ""by the creek"" (349) on Doom's plantation where Sometimes-Wakeup lives alone in ""A Justice."" The text implies the cabin is physically separated from other dwellings: ""Sometimes the People took him food. The rest of the time they didn't see him"" (349).</p>
","Cabin of Sometimes-Wakeup","","","","","Cabin of Sometimes-Wakeup","NW"
"657","Cabin of Sam Fathers' Mother","","","","","","","<p>The cabin where Sam Fathers' enslaved mother and her enslaved husband live in ""A Justice"" is located on Doom's Plantation. Herman Basket and Sam's ""pappy,"" Craw-ford, build a fence around it.</p>
","Cabin of Sam Fathers' Mother","","","","","Cabin of Sam Fathers' Mother","NW"
"658","Stable on Indian Plantation","","","","","","","<p>This stable is on Doom's Plantation in ""A Justice.""  The earlier story ""Red Leaves"" mentions Issetibbeha's horse, and suggests that the Indians traded their slaves to ""the white men"" for ""horses"" (316, 314), and in a number of other texts Faulkner's Indians trade their land for horses, but there's no evidence of horses in ""A Justice""; in this story the stable contains a ""pit"" used for cockfighting (355).</p>
","Stable on Indian Plantation","","","","","Stable on Indian Plantation","NW"
"659","Light in August Inset: McEachern Place","","","","","","","<p>The McEachern farm where Joe Christmas lives for almost a dozen years in <em>Light in August</em> is a modest, well-run, dour place. Although the text gives no indication of what McEachern grows in its ""field"" (152), the team that pulls McEachern's buggy is ""stout, wellkept"" (144). There are two milk cows, and an unspecified number of other cattle, including the ""heifer"" that Joe sells (161). The scenes set there include the barn (sometimes called ""the stable""), and a ""good sized pasture"" (162) with a wood lot beyond it, The inside of the house is ""clean,"" and furnishings like the ""yellow oak melodeon"" indicate that Mrs. McEachern is a good housekeeper, with some aspirations to gentility (146). The text does not provide a clear indication of where the McEacherns live, except to put it a day's buggy ride from Memphis (143). We are assuming the buggy rides east.</p>
","Light in August Inset: McEachern Place","","","","","Light in August Inset: McEachern Place","R"
"660","Light in August Inset: McEachern Pasture ","","","","","","","<p>Behind the barn at the McEachern's in <em>Light in August</em> is ""a good-sized pasture"" (162)  It contains a spring in ""a clump of willows"" (158), which presumably is the source of the creek that flows beside the pasture ""a quarter of a mile"" away from the farm buildings (162).  Beyond the pasture are trees: ""the trunks of them choked with marshy undergrowth"" (163).</p>
","Light in August Inset: McEachern Pasture ","","","","","Light in August Inset: McEachern Pasture ","R"
"661","Light in August Inset: McEachern Stable","","","","","","","<p>The ""stable"" where McEachern whips Joe Christmas in <em>Light in August</em> for his behavior (148, etc.) is also frequently called a ""barn"" (161, etc.).  In its ""loft"" Joe hides the suit he bought (170).</p>
","Light in August Inset: McEachern Stable","","","","","Light in August Inset: McEachern Stable","R"
"662","Light In August Inset: Lane to McEachern Place","","","","","","","<p>In <em>Light in August</em> the McEachern house is connected to the ""highroad"" by a lane that runs ""straight,"" ""bordered on each side by trees"" (171).  Like other 'highroads' in the fictions, this is an unpaved country road.</p>
","Light In August Inset: Lane to McEachern Place","","","","","Light In August Inset: Lane to McEachern Place","R"
"663","Light in August Inset: Saw Mill Shed","","","","","","","<p>In <em>Light in August</em> the place where the adolescent Joe has his first, violent encounter with sexuality and race is described as a ""deserted sawmill shed"" - a phrasing that leaves us in doubt about whether the mill or just the shed is ""deserted"" (156).  It is enough ""miles"" from the McEachern place that Joe worries about how late he will ""reach home"" (155).</p>
","Light in August Inset: Saw Mill Shed","","","","","Light in August Inset: Saw Mill Shed","R"
"664 ","Light in August Inset: Creek Bank ","","","","","","","<p>Joe Christmas is ""sitting on a creek bank"" with other boys when he first learns about menstruation (<em>Light in August</em>, 189).</p>
","Light in August Inset: Creek Bank ","","","","","Light in August Inset: Creek Bank ","R"
"665","Light in August Inset: Hidden Valley","","","","","","","<p>The ""hidden valley"" in <em>Light in August</em> where Joe Christmas finds a flock of sheep and kills one is less than ""three miles from home"" (185).</p>
","Light in August Inset: Hidden Valley","","","","","Light in August Inset: Hidden Valley","R"
"666","Light in August Inset: School House","","","","","","","<p>Four miles away from the McEachern farm in <em>Light in August</em> is the schoolhouse in the country where Joe and Bobbie attend a dance.  The school is ""a oneroom building,"" surrounded by a ""grove"" of trees (203).</p>
","Light in August Inset: School House","","","","","Light in August Inset: School House","R"
"667","Light in August Inset: Presbyterian Church","","","","","","","<p>In <em>Light in August</em> the Presbyterian church which the McEacherns ordinarily attend is ""five miles away"" from their farm; it takes ""an hour to drive it"" (147). It is the only place at which Joe ever sees ""girls,"" though because ""they are associated with Sunday and with church,"" ""he can not notice them"" (184).</p>
","Light in August Inset: Presbyterian Church","","","","","Light in August Inset: Presbyterian Church","R"
"668","Light in August Inset: Non-Presbyterian Church","","","","","","","<p>All we know about this church that McEachern attends one Sunday in <em>Light in August</em> is that it is three miles from his farm and ""not Presbyterian"" (154).</p>
","Light in August Inset: Non-Presbyterian Church","","","","","Light in August Inset: Non-Presbyterian Church","R"
"669","Light in August Inset: Town","","","","","","","<p>In <em>Light in August</em> the nearest town to the McEachern farm is a county seat - like Jefferson, it has a ""courthouse tower"" with a ""muncipal clock"" on it (173), and McEachern's lawyer has his office there. But it is described as a much rougher place than Jefferson. It is ""a railroad division point"" (173), that is, a place where trains change crews as they travel through. The presence of this transient population explains why there are ""many men about the streets"" (173), and a profitable demand for the Memphis prostitutes who work for Max. Other than noting that the town is five miles from the McEachern's, the text provides no clear indication of where (within the radius of a day's ride from Memphis) it might be located - but it might be the ""Memphis Junction"" noted on Faulkner's 1936 map of Yoknapatawpha.</p>
","Light in August Inset: Town","","","","","Light in August Inset: Town","R"
"670","Light in August Inset: Max and Mame's Restaurant","","","","","","","<p>The ""small, dingy, back street restaurant"" that Max and Mame own in <em>Light in August</em> serves both food and sex: its waitresses are prostitutes from Memphis (172).  The men who sit at its ""long wooden counter lined with backless stools"" are neither ""farmers"" nor ""townsmen"" - ""They looked like people who had just got off a train and who would be gone tomorrow and who did not have any address"" (174).</p>
","Light in August Inset: Max and Mame's Restaurant","","","","","Light in August Inset: Max and Mame's Restaurant","R"
"671","Light In August Inset: Max and Mame's House","","","","","","","<p>The house where Bobbie lives with Max and Mame in <em>Light in August</em> is located a mile from corner where Joe used to wait for her.  It is on a ""gravel road"" - i.e. beyond the town's paved ""main street"" (209, 211).  The narrator calls it one of the ""small, random, new, terrible little houses in which people who came yesterday from nowhere and tomorrow will be gone wherenot, dwell"" (211).  At least once it is the site of a sexual encounter between Bobbie and a john (198).</p>
","Light In August Inset: Max and Mame's House","","","","","Light In August Inset: Max and Mame's House","R"
"672","Light in August Inset: ""Bobbie's Corner""","","","","","","","<p>The ""quiet corner"" where Joe waits to meet Bobbie in <em>Light in August</em> must be on the edge of the town (186). Nearby is a plowed field with ""something growing in the furrows,"" and beyond that the ""woods, trees"" (189).</p>
","Light in August Inset: ""Bobbie's Corner""","","","","","Light in August Inset: ""Bobbie's Corner""","R"
"673","Sand Bar on Tallahatchie River","","","","","","","<p>This sand bar on the Tallahatchie River twelve miles from Doom's plantation is where the steamboat ran aground some time before ""A Justice.""  In the story the ship is moved overland to the plantation.</p>
","Sand Bar on Tallahatchie River","","","","","Sand Bar on Tallahatchie River","NW"
"674","Overland Route of Steamboat","","","","","","","<p>This location represents the route over which the Indians and their slaves pull part of the wrecked steamboat twelve miles through the woods to their plantation in ""A Justice.""</p>
","Overland Route of Steamboat","","","","","Overland Route of Steamboat","NW"
"675","Light in August Inset: Neighbor's Place","","","","","","","<p>Although in <em>Light in August</em> the McEachern farm seems very isolated, there is ""a neighbor"" somewhere nearby from whom Joe earns two dollars chopping wood (197).</p>
","Light in August Inset: Neighbor's Place","","","","","Light in August Inset: Neighbor's Place","R"
"679","Mr. Buffaloe|Bullock's House","","","","","","","<p>Jefferson gets its first automobile in about 1905, about the same time cars began appearing on the American landscape - and about halfway through the long history recorded by the Yoknawpatawpha fictions.  The fictions don't register that event until the last four novels, but it's a sign of Faulkner's increased interest in the larger story of Yoknapatawpha in the last decade of his career that the event is mentioned in <em>all</em> four.  It's also a sign of the way Faulkner kept re-creating and revising 'the larger story of Yoknapatawpha' almost every time he returned to it, as the details of this event change in three of them.  In <em>Requiem for a Nun</em>, the first of those last four novels, Jefferson's first ""gasoline buggy"" is made part by part by an ""ex blacksmith's-apprentice"" in his ""back yard on the edge of town"" (190).  In <em>The Town</em>, the man who makes this ""first automobile"" by hand gets a name, Mr. Buffaloe, and a different job: now he's the city electrician.  The reference to the first car in <em>The Mansion</em> (37) doesn't revise that version of the story, but in Faulkner's last novel, <em>The Reivers</em>, the man gets a new name, Bullock, and his place ""on the edge of town"" is much more elaborately described.  Buffaloe turns one of his outbuildings, which ""would have been a horse- or cow-barn"" on anyone else's property (27), into Jefferson's first ""garage"" (32), and after the mayor passes an ordinance ""against the operation of any mechanically-propelled vehicle inside the corporate limits"" of Jefferson, he turns ""an area of open land behind his house"" into a ""motor drome"" where he can continue to drive the car he built (30).  Despite the ordinance, the automobile soon becomes a fact of modern life in the town.</p>
","Mr. Buffaloe|Bullock's House","","","","","Mr. Buffaloe|Bullock's House","J"
"680","Lucius Priest's House","","","","","","","<p>The house where Lucius Priest lives with his parents in <em>The Reivers</em> is ""across the street"" from his grandfather's place (54).  He spends very little time there in the novel, and as the story-teller he mentions that a ""filling station is there now"" without any hint of sadness or nostalgia (66).</p>
","Lucius Priest's House","","","","","Lucius Priest's House","J"
"681","Grandfather Priest's Place","","","","","","","<p>Although it's inside the town limits, the place where Grandfather and Grandmother Priest live in <em>The Reivers</em> seems like a fairly large estate.  It includes a carriage house and lot.  When Lucius describes the drive from there to the Edmonds' place, he describes passing through the Square on the way, which puts this location on the town's southern edge, probably more or less in the same part of town as the Compson estate occupies in other texts.  As the story-teller Lucius casually mentions the fact that ""what was Grandfather's house is now [i.e. in 1961] chopped into apartments, precarious of tenure"" (66).  That is the fate that befell the Compson mansion too, before it was completely destroyed.</p>
","Grandfather Priest's Place","","","","","Grandfather Priest's Place","J"
"682","Powells' Farm","","","","","","","<p>In <em>The Reivers</em>, John Powell's paying job is in the livery stable in town, but he also helps his father ""on the farm"" somewhere in the county (6).</p>
","Powells' Farm","","","","","Powells' Farm","SW"
"683","Tenant Farm Six Miles from Jefferson","","","","","","","<p>This is the farm ""six miles from town"" where the ""new girl"" that Ludus is courting lives (10).  <em>The Reivers</em> calls her the ""daughter (or wife)"" of a ""tenant,"" which means the land is owned by one of the county's white proprietors and worked by sharecroppers (10).</p>
","Tenant Farm Six Miles from Jefferson","","","","","Tenant Farm Six Miles from Jefferson","SE"
"684","Mack Winbush's Place","","","","","","","<p>Winbush's place, ""a solid eight miles from town,"" is probably a farm, but it is mentioned in <em>The Reivers</em> as the place where ""Uncle Cal Bookwright's [moonshine] whiskey"" can be bought for two dollars a gallon (13).  In other Yoknapatawpha fictions there are Bookwrights in Frenchman's Bend, so we are putting this location in that part of the county - but that is simply an assumption.</p>
","Mack Winbush's Place","","","","","Mack Winbush's Place","SE"
"686","Ballenbaugh's","","","","","","","<p>Ballenbaugh's, the place where Lucius and Boon spend the first night of their trip in <em>The Reivers</em>, has had a very colorful past.  The river crossing it stands at was first settled by a man named Wylie, who was shown the location by the Chickasaw Indians (71).  From his ""peaceful one-room combined residence and store,"" he ran a ferry that carried freight across the river; the road north from Jefferson was built ""as straight"" to Wyott's as it could be made to connect the town to Memphis (72).  Sometime before the Civil War, the place was taken over by the first Ballenbaugh; under its new ownership, it became ""a roaring place indeed,"" the center of a settlement of ""drunks and fiddlers and gamblers and girls"" (72, 74).  In 1886 it was cleaned up by a Baptist minister.  When the travelers stay there in 1905 it is once again a country store run by the daughter of the original Ballenbaugh, with a ""loft"" full of ""shuck mattresses"" for ""fox- and coon-hunters and fishermen"" (74).  The laws of Jim Crow remain constant; Ned sleeps nearby, in ""Ephum's house"" (77).</p>
","Ballenbaugh's","","","","","Ballenbaugh's","NE"
"687","Wylie's Farm","","","","","","","<p>After selling his store and ferry on the Tallahatchie River, Wylie moved four miles south ""and became a farmer"" (72).  <em>The Reivers</em> mentions that Lucius and his father hunt birds there the Christmas after the story takes place.  (Wylie seems to be the same character as the man named Wyott in <em>The Town</em>, but that novel does not mention his farm.)</p>
","Wylie's Farm","","","","","Wylie's Farm","NE"
"688","Memphis: Birdie Watts' Brothel","","","","","","","<p>In <em>The Reivers</em> ""Birdie Watts's"" is ""across the street"" from Miss Reba's (107).  Though no one says so explicitly, it is clearly another brothel, one of at least several more in Memphis' famed red light district.</p>
","Memphis: Birdie Watts' Brothel","","","","","Memphis: Birdie Watts' Brothel","R"
"689","Memphis: Main Street","","","","","","","<p>Lucius' description of downtown Memphis in <em>The Reivers</em> is based on his previous visit to the city.  It includes ""the tall buildings, the stores, the hotels"" (94).  He mentions three real hotels by name: the Gaston, the Peabody and the Gayoso.  On that earlier trip Lucius and his family stayed at the Gayoso, a Memphis landmark since 1843.  It finally closed in 1962, the year <em>The Reivers</em> was published.  Based on census figures, in 1905 the city's population would have been around 120,000.  It was already renowned for its nightlife, which is why Lucius explains ""our motor trip to Memphis"" by asking, rhetorically, ""where else could anyone in north Mississippi want to go?"" (57).</p>
","Memphis: Main Street","","","","","Memphis: Main Street","R"
"690","Memphis: Zoo","","","","","","","<p><em>The Reivers</em> gets slightly ahead of history when the characters at Miss Reba's talk about the city zoo ""in Overton Park"" (108).  The Memphis zoo is in that park, but didn't open until 1906, the year after the story takes place.</p>
","Memphis: Zoo","","","","","Memphis: Zoo","R"
"691","Memphis: Race Track","","","","","","","<p>In <em>The Reivers</em> the ""driving park"" where Otis and Mr. Binford went to bet on a race is probably the Montgomery Park race track (108).  Horse and harness racing on a one-mile oval track began there in 1852.  In 1906, when the state legislature outlawed gambling, the track was closed down.</p>
","Memphis: Race Track","","","","","Memphis: Race Track","R"
"693","Memphis: Court Square","","","","","","","<p>Court Square in Memphis, where in <em>The Reivers</em> Otis walks every day to the ""fruit and peanut stand"" run by ""that I-talian"" (139), was one of the four original parks laid out by the men who designed the city in 1819.  According to <em>The Mansion</em>, in which Mink Snopes tries to sleep on a bench in the park, it is located amid ""the tall buildings"" of the city (316).</p>
","Memphis: Court Square","","","","","Memphis: Court Square","R"
"695","Raleigh, Tennessee","","","","","","","<p>In 1905, when <em>The Reivers</em> takes place, the town of Raleigh, Tennessee, served the people of Memphis as a resort.  It is no longer in existence as a separate town, having been incorporated into the city half a dozen years after the novel takes place.</p>
","Raleigh, Tennessee","","","","","Raleigh, Tennessee","R"
