"nid","family_name","family_key","text","sort_name","display_name","note","tree"
"20228","<a href=""/content/snopessinth"">SnopessInTH</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>The one Snopes in this tale is the clerk in Varner's store in Frenchman's Bend, who tries to turn Cotton's murder of Houston into a source of profit for himself.  Both the job and the behavior could point to Flem as the Snopes Faulkner has in mind, though the larger context of the Yoknapatawpha canon makes it more likely that this time the unscrupulous clerk is a cousin of Flem's named Launcelot by his mother but called Lump by the people of the Bend.  (When Faulkner revised this 1930 story for inclusion in <em>The Hamlet</em> ten years later he identified the clerk as Lump, and transformed the killer into another of Flem's cousins, the violent Mink; both Mink and Lump make their first appearance in that novel.)   In any case, the clerk's venality in this tale provides a kind of comic relief to the horror of the killer's actions.</p>
","Snopeses in The Hound","""The Hound""","",""
"20212","<a href=""/content/snopessintwq"">SnopessInTWQ</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>""It was those letters,"" Narcissa tells Virginia Du Pre to explain her trip to Memphis; ""don't you remember?"" (739).  That is, the ""anonymous love letters"" that she received in <em>Flags in the Dust</em>.  In this story she adds that after ""that book-keeper in Colonel Sartoris' bank stole that money and ran away,"" she realized who wrote them.  Such a realization doesn't actually occur in the earlier novel, but there there's no mystery for the book's readers about who's writing the letters  - it's the Snopes that Faulkner decided to call Byron, whose sordid attempts at romantic poetry are described in some detail by the novel's narrator.  Given the ironic aptness of his name, perhaps Faulkner expected that the story's readers might remember it.  If not, this is an occasion when a Snopes makes an uncredited appearance in a text.</p>
","Snopeses in There Was a Queen","""There Was a Queen""","",""
"20214","<a href=""/content/snopessinunv"">SnopessInUNV</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>From the first - the unfinished ""Father Abraham"" manuscript - Faulkner's imagination linked Snopeses with Sartorises as the yin and yang, the new and the old, the evil and the good of Southern culture.  In the work of the 1920s the connection is through the bank that Bayard founds and that Flem covets.  When in the mid-1930s his imagination turned back to the Sartorises in the series of Civil War stories Bayard narrates, it wasn't long before it also brought a Snopes into the picture.  This time it's Flem's father Ab, who appears in the stories as a lower class factotem who stays on the Sartoris plantation while Bayard's father John is away fighting the War.  In this story he is apparently helping Bayard's Granny in the extra-military campaign she wages against the invading Union Army on behalf of the people of Yoknapatawpha, but by the end it is tragically clear that the only cause Ab serves is his own self-interest.</p>
","Snopeses in The Unvanquished (story)","""The Unvanquished""","",""
"20216","<a href=""/content/snopessinuv"">SnopessInUV</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>Faulkner revised some of the stories Bayard narrates a lot when he collected them into the book <em>The Unvanquished</em>, but he made no changes in the passages dealing with Ab or the woman who briefly appears at the door of his cabin, and who is presumably his wife.</p>
","Snopeses in The Unvanquished (novel)","The Unvanquished","",""
"20215","<a href=""/content/snopessinven"">SnopessInVEN</a>","<a href=""/content/snopesfamily"">SnopesFamily</a>","<p>The ultimate vendetta here is against a man named Grumby, but in their pursuit of him as Granny's killer, a Sartoris, a Strother and a McCaslin also train their sights on Ab Snopes.  Grumby is an amoral monster, but even he despises Ab Snopes.  In terms of Southern shibboleths, the scene where Ringo (a black slave) whips Ab (a white man) while two other respectable white males (and the reader) cheer him on is one of the most radical in Faulkner's fiction, but in context it is less a threat to the social order than a way to establish just how far beneath contempt Ab is.</p>
","Snopeses in Vendee","""Vendee""","",""
"19751","<a href=""/content/stevenssinbp"">StevenssInBP</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Set in the 1950s, this story brings the Stevens family biography forward in several respects.  ""Uncle Gavin"" has married, though his wife makes the briefest of appearances in the text.  Charles (as Chick is called here) has fought in World War II, becoming the first member of the family to serve in the military.  There is some generational disagreement between uncle and nephew about the prospects for America's democratic experiment.  Together, however, the two men serve in the text as an audience rather than as actors.  Charles again narrates, but the focus of the tale within his tale is on Snopesism, and its protagonist is another of Faulkner's favorite characters, V.K. Ratliff.</p>
","Stevenses in By the People","""By the People""","",""
"19746","<a href=""/content/stevenssineic"">StevenssInEIC</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Another of Faulkner's detective stories, featuring Gavin Stevens as the detective and narrated by his unnamed nephew (elsewhere identified as Chick Mallison).   The narrator seems to be studying for a legal career under Uncle Gavin's instruction.  Based on the larger history of the Stevenses, this might have furnished an occasion to explore the significance of family traditions.  But the only time the narrator mentions his grandfather and his deceased father is to set up the way the murderer's identity is exposed by not knowing how Southern men make ""cold toddies.""</p>
","Stevenses in An Error in Chemistry","""An Error in Chemistry""","",""
"19745","<a href=""/content/stevenssingdm"">StevenssInGDM</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>When Faulkner republished ""Go Down, Moses"" as the last story in the novel of the same name, he revised it slightly.  Interestingly, he made the theme of family more overt when he added a sentence to the white lady's account of her relationship with the black grandmother: ""We grew up together as sisters would.""  But there is still no reference to Gavin's own family, past or present.</p>
","Stevenses in Go Down, Moses (novel)","Go Down, Moses","",""
"19743","<a href=""/content/stevenssingod"">StevenssInGOD</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Family ties - biological and otherwise - are central to this story about a poor black grandmother who remains connected with and loyal to her grandson across many years and hundreds of miles, and the elderly white lady who grew up with and defines herself as that grandmother's sister.  It could be said that the role Gavin plays in it - the upper class white male who looks after the culture as an act of humanity and <em>noblesse oblige</em> - is one he inherited from his familial past, but that connection goes unmentioned.</p>
","Stevenses in Go Down, Moses (story)","""Go Down, Moses""","",""
"19737","<a href=""/content/stevenssinhr"">StevenssInHR</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>The last part of ""Hair"" marks the first appearance in Faulkner's fiction of Gavin Stevens, who is identified as the Harvard-educated district attorney and defined by his generosity and curiosity but not by his place in a family.</p>
","Stevenses in Hair","""Hair""","",""
"19741","<a href=""/content/stevenssinhuw"">StevenssInHUW</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>This is the text which puts ""Stevenses"" among the founders of Yoknapatawpha, when it identifies Gavin as descended from one of the first three white men to travel on horseback from the Carolinas, through the Cumberland Gap, and down into Mississippi, where they played key roles in turning the wilderness into civilization.  Gavin's role in the modern Yoknapatawpha is to expose the man who murdered the sole remaining descendant of one of the other two founders, but the role ""family"" plays in this detective story, if any, remains below the surface.</p>
","Stevenses in Hand upon the Waters","""Hand upon the Waters""","",""
"19747","<a href=""/content/stevenssinid"">StevenssInID</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>The adolescent protagonist of this novel is the youngest member of the Stevens family, Charles Mallison, Jr. - or Chick.  He steps into the roles of detective and crusader that previously he had watched his Uncle Gavin play, and here his quest initially takes him away from home, toward a new counter-cultural family and a reckoning with his southern conditioning.  In the novel's second half, however, Uncle Gavin and his voice take over the narrative, and at the end Chick rides home with his uncle and mother in the family car.  The book's most powerful family drama, as in the <em>Knight's Gambit</em> stories, occurs essentially outside the narrative, and involves fratricide and a poor white father whose parental rage and grief acquire an almost tragic stature.</p>
","Stevenses in Intruder in the Dust","Intruder in the Dust","",""
"19748","<a href=""/content/stevenssinkgb"">StevenssInKGB</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>There are two marriage plots in this novella; only one involves the Stevenses, but both involve the same potential bride, a widow named Mrs. Harriss.  She is a childhood friend of Gavin's sister (referred to as ""Charles' mother"" by the narrative), and a fully credentialed member of Yoknapatawpha's gentry (born on a plantation, attended Jefferson Female Academy).  Although this story (and even its characters) only refer to her as ""Mrs. Harriss,"" elsewhere in the canon readers learn she was born Melisandre Backus, a fact that roots her still more deeply in the county's aristocracy, via a Civil War era relative of Colonel Sartoris' wife.  Gavin first courted her twenty years ago, when she was sixteen and represented for him the old world that had been threatened, if not destroyed, by the First World War; when the narrative ends at the beginning of the Second World War, they are finally married, though it's not clear what difference this might make to the Stevens family's future.  The story inside this story is the one Faulkner develops most dramatically: it describes a homicidal plot by Mrs. Harriss' son Max to kill an Argentinian named Gualdres to prevent him from marrying her.  Gavin discovers and forestalls the plot, and before proposing himself congratulates Gualdres on his marriage, to Mrs. Harriss' daughter (also not given a name).  The story is told in the third person, much of it from the perspective of Gavin's seventeen-year-old nephew, Charles (the only name he is given), but except for his work with his uncle on the 'murder case,' it largely ignores his family life; for example, he and Gavin go home several times, for ""dinner"" and ""supper,"" and Charles eats breakfast once, but no other people are mentioned at all in those cases.</p>
","Stevenses in Knight's Gambit","""Knight's Gambit""","",""
"19739","<a href=""/content/stevenssinla"">StevenssInLA</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Gavin is again the district attorney, but despite his job he remains detached from the novel's story of crime and punishment.  Instead he is introduced late in the narrative to provide a racial explanation for the murderer's behavior.  Here he <em>is</em> linked directly to a family history, and through it, implicitly, to a Southern history.  The earliest Stevens in Yoknapatawpha owned slaves before the Civil War and his grandfather hated Yankee carpetbaggers during  Reconstruction.  Gavin got his education among the Yankees - he's a Harvard Phi Beta Kappa - but his ideas about ""white blood"" and ""black blood"" reflect the pseudo-scientific bases for Southern segregation.  Whether we are meant to see Gavin's interpretation as another 'deductive' analysis of the truth, as in his detective stories, or as yet another of this novel's depictions of the way characters are warped by the past, is a question readers have to decide for themselves.</p>
","Stevenses in Light in August","Light in August","",""
"19753","<a href=""/content/stevenssinm"">StevenssInM</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Gavin and Charles narrate five of the novel's 18 chapters, and several more are written in the third person from their combined point-of-view.  The story they tell and witness essentially belongs to the Snopeses, but it includes a brief account of Charles' experience in World War II and a longer account of Gavin's relationships with two young women, one of whom he is married to at the end.  The most interesting aspect of the Stevens family in the novel is the way, mostly indirectly, it reveals the complicated ""father-son"" relationship between ""Uncle Gavin"" and his nephew, which is a large part of so many of Faulkner's later fictions.  As Charles puts it, ""I had spent the first eleven or twelve years of my existence in the middle of Uncle Gavin, thinking what he thought and seeing what he saw"" (234).  Nor does he really outgrow that dependency: when Gavin courts Linda Snopes, a young woman of his own generation, the one Charles is jealous of is Linda.</p>
","Stevenses in The Mansion","The Mansion","",""
"19740","<a href=""/content/stevenssinmnk"">StevenssInMNK</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Gavin again enacts his role as detective and crusader, but in this story it's possible to read his 'heroism' ironically.  His efforts to help Monk do not save him, and may even have contributed to his death.</p>
","Stevenses in Monk","""Monk""","",""
"19749","<a href=""/content/stevenssinnc"">StevenssInNC</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>When Faulkner decided to excerpt a section from the manuscript of <em>Requiem for a Nun</em> and publish it as a short story in 1950, he added an opening paragraph featuring Gavin Stevens and his unnamed nephew.  <em>Knight's Gambit</em>, in which four of the six Gavin stories had been narrated by or told from the perspective of his nephew, had just come out the year before, so Faulkner could expect readers would be very familiar with the phrase ""Uncle Gavin,"" the second and third words in the text.  Though Gavin is talking about television, airplanes and space ships in at the start of the paragraph, the story itself is about the earliest days in Yoknapatawpha's history.  To make a transition between Gavin's voice and the events from 150 years ago, the narrator describes how the many times he has listened to Gavin ""tell me the old tales"" has made that distant past live.  After this first paragraph, Gavin and his nephew and the Stevens family disappear from the story; interestingly, here the first three white settlers are named Holston, Grenier and Habersham - in ""Hand Upon the Waters"" (1931), they had been Holston, Grenier, and <em>Stevens</em>.  The net result is contradictory: in ""A Name for the City"" the connection between family and the past is both conceptually strengthened and historically diminished.</p>
","Stevenses in A Name for the City","""A Name for the City""","",""
"19754","<a href=""/content/stevenssinr"">StevenssInR</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Faulkner brings the Stevens family saga full circle when the only member of the family who appears in his last novel is the same ""Judge Stevens"" who appeared three decades earlier in ""A Rose for Emily.""  Like his first appearance, the Judge's role here is very brief - though again he helps resolve a problem by stepping outside the bounds of the law.</p>
","Stevenses in The Reivers","The Reivers","",""
"19735","<a href=""/content/stevenssinre"">StevenssInRE</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Faulkner's first Stevens appears in this 1930 short story, as ""Judge Stevens,"" though he is also one of the two mayors of Jefferson mentioned in the story; the other is a Sartoris, which establishes the social status of the Stevens family from the start.  The fact that he is 80 years old makes it possible that this ""Stevens"" is also the one who first came to Yoknapatawpha, but we are assuming he is that man's son.  (There's another Judge Stevens in the canon, Lemuel, the father of Gavin and Maggie - but if this man was Lemuel, Lemuel would have had to be about 90 when his oldest child was born.)</p>
","Stevenses in A Rose for Emily","""A Rose for Emily""","",""
"19750","<a href=""/content/stevenssinrq"">StevenssInRQ</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>This sequel of sorts to <em>Sanctuary</em> stages a confrontation between three members of the Stevens family: Gavin, Gowan, his wife - the former Temple Drake, whom Gowan has married in an attempt to atone for his failures in the earlier novel.  There is a new crime - the very youngest member of the family, an infant daughter, has been murdered by the black maid, Nancy, in a tragically benighted attempt to keep the rest of the family together - but Faulkner's focus is on the way ""Uncle Gavin,"" playing the part of detective-turned-unofficial-prosecutor, forces his nephew Gowan and niece by marriage to testify to the truth about themselves.  In this one instance, the extended Stevens family here takes center stage in the drama.  And by extension, Faulkner acknowledges the intertextual and interfamilial relationships between Stevenses and Benbows.  As he keeps pushing Temple toward a confession, Gavin himself can be seen as compensating for Horace Benbow's failure in <em>Sanctuary</em> to cross-examine Temple when she was literally in the witness box.  Some of the words Horace spoke in <em>Sanctuary</em> are actually now given to Gavin.</p>
","Stevenses in Requiem for a Nun","Requiem for a Nun","",""
"19738","<a href=""/content/stevenssinsmo"">StevenssInSMO</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>In his second appearance, Gavin Stevens is the ""county attorney"" rather than the ""district"" one, a change that associates him with the whole of Yoknapatawpha, and his place in this story is that of the protagonist, even the hero, who uses his interpretive skills to solve a murder and free an innocent man.  The role of detective-and-knight-errant is one he will play again in five more stories, but the way Gavin performs it is consistently defined outside his identity as the first-born member of an upper class family.</p>
","Stevenses in Smoke","""Smoke""","",""
"19736","<a href=""/content/stevenssinsy"">StevenssInSY</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>The Stevenses and the Benbows (and even the Sartorises) intersect in this novel, when Gowan Stevens courts Narcissa Benbow, the widow of Bayard Sartoris.  Gowan has recently graduated from the University of Virginia, where the Sartoris twins also matriculated, but his repeated claims that at college he learned to ""drink like a gentleman"" provide Faulkner with a way to debunk the idea of a chivalrous aristocracy - at least as represented by Gowan.  Gowan's mother is mentioned, but she and her son never appear together in the narrative.</p>
","Stevenses in Sanctuary","Sanctuary","",""
"19752","<a href=""/content/stevenssint"">StevenssInT</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p><em>The Town</em> provides a closer look at the Stevenses' family relationships than any other Yoknapatawpha fiction. Gavin Stevens narrates eight of the novel's 23 chapters, and is perhaps the major if anti-heroic character in two of its three main plot lines; this second volume of the Snopes trilogy is as much about him as it is about Flem - if not more.   It is revealed for the first time that Maggie Mallison is Gavin's <em>twin</em> sister, and their closeness provides her husband, Charles Sr., with a more dramatic (if even more anti-heroic) part than he played in his four previous appearances.  Their son Charles Jr., ""Chick,"" narrates eight chapters too, including the first one.  He has not even been born when the novel begins, and is an adolescent when it ends.  As in the <em>Knight's Gambit</em> stories, he is much closer to his ""Uncle Gavin"" than to his ""Father,"" but though he grows up amid the tensions in his own family and the sexual misbehavior of other adults, none of the narrators - the third is V.K. Ratliff - show much interest in his interior life.</p>
","Stevenses in The Town","The Town","",""
"19744","<a href=""/content/stevenssintm"">StevenssInTM</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>This is another story that centers on family relationships, or at least fathers and sons and family traditions, but the family is the McCallums, not the Stevenses.  Gavin Stevens is only mentioned, when the McCallums consult him for legal advice.  (You can see the McCallum family trees elsewhere in this exhibit.)</p>
","Stevenses in The Tall Men","""The Tall Men""","",""
"19742","<a href=""/content/stevenssinto"">StevenssInTO</a>","<a href=""/content/stevensfamily"">StevensFamily</a>","<p>Faulkner's third detective story again features Gavin as the detective, and as his father it brings back the mayor Stevens who was called ""Judge"" in ""A Rose for Emily"" and is referred to here once as ""Captain Stevens"" - the only indication anywhere of military service in the family's past.  It also introduces a new member of the family, the boy called (once) ""Chick,"" who narrates the story and refers to Gavin throughout as ""Uncle Gavin.""  In addition, it implies a sister for Gavin, though she is only mentioned (once, by Gavin) as ""your [his nephew's] mother.""  The story's mystery revolves around the power of a non-biological familial bond, but although it briefly rehearses the role Gavin will play in later tales as Chick's surrogate father, Faulkner's decision to include Chick seems essentially a structural and generic choice, to provide his 'Sherlock Holmes' with his own 'Watson' as admiring narrator.</p>
","Stevenses in Tomorrow","""Tomorrow""","",""
"19636","<a href=""/content/strothersinadp"">StrothersInADP</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>Although this story is set in France and focused on the experience of Johnny Sartoris as a World War I aviator, two members of the Strothers family are mentioned in Johnny's letter home: Elnora, who knitted him a pair of socks, and her son Isom.</p>
","Strothers in All the Dead Pilots","""All the Dead Pilots""","",""
"19634","<a href=""/content/strothersinamb"">StrothersInAMB</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>This is the first of eight stories Faulkner wrote about the Sartoris family during and just after the Civil War; seven of these were revised and republished in <em>The Unvanquished</em>.  All are narrated by Bayard Sartoris, who spends the war at home with his Granny and the family of slaves that his father brought with him from Carolina some years earlier.  That family is represented across three generations: Joby and Louvinia, who remain intensely loyal to their white masters throughout the stories; their son Loosh, who is married to Philadelphy, and who from the first page of this first story is impatient for his emancipation; Ringo, whose relationship to the others is never made clear in the magazine versions of the stories, and who is Bayard's personal slave and constant companion.  Over the course of the stories Ringo's character becomes increasingly complex.  In this first story he and Bayard are equally loyal to the cause of the Confederacy.  Both are equally protected behind the skirts of the white plantation mistress, the woman they both call ""Granny"" (7).</p>
","Strothers in Ambuscade","""Ambuscade""","",""
"19632","<a href=""/content/strothersinfd"">StrothersInFD</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>Four generations of the Strothers family appear or are mentioned in this first Yoknapatawpha fiction, though there should be five: Simon is identified as Joby's grandson, but the novel never mentions Simon's parents - which is why that generation is represented in absentia on the genealogical chart.  The other genealogical mystery involves Elnora.  When she appears in the novel's first chapter, the narrator describes her as ""a tall mulatto woman"" (9), a phrase that explicitly presumes that one of her parents is white.  In Faulkner's world, it is unthinkable that her mother would have been the white parent.  But while the novel mentions Euphrony, Simon's wife, it does not say if she is Elnora's mother, or give any hint that she had a sexual relationship with a white man.  (Elnora will be given a white father in the later short story, ""There Was a Queen,"" but in that text there is no mention at all of her mother.)  There is also no mention of the man who is Isom's father.  While the novel focuses more on the relationships between the members of this family and the white Sartorises than on their own family dynamic, Caspey's post-war attempt to defy the place he is assigned under Jim Crow segregation creates a good deal of inter-generational tension within the black family.</p>
","Strothers in Flags in the Dust","Flags in the Dust","",""
"21170","<a href=""/content/strothersinh"">StrothersInH</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>In terms of the issue of race, one of the most promising moments in Faulkner's fiction - at least from a 21st century point of view - is when in the first chapter of <em>The Unvanquished</em> Bayard Sartoris suggests he and Ringo have transcended the color line that is carved so deeply into the segregated real world that Faulkner and mythical Yoknapatawpha inhabit, although it has to be noted that even as Bayard asserts that possibility, his language belies the promise: ""maybe he wasn't a nigger anymore or maybe I wasn't a white boy anymore.""  Ringo is the only Strother mentioned in <em>The Hamlet</em>, Faulkner's very next novel.  And the only reference to him in that text says even more unambiguously - though by way of the particularly Faulknerian trope of absence, of what's not there - how difficult it is to escape the terms of white supremacy.  V.K. Ratliff is describing Ab Snopes' experience ""during the War""; after Ab was implicated in Grumby's murder of Rosa Millard, he was tracked down and punished by ""Colonel's boy Bayard and Uncle Buck McCaslin and a nigger"" (32).  Although all this happened before Ratliff was born, he gets right the names of all five of the white people involved - while the one black person is reduced to that dehumanizing epithet.</p>
","Strothers In The Hamlet","The Hamlet","",""
"20253","<a href=""/content/strothersinm"">StrothersInM</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>No Strothers appear by name in this last volume of the Snopes trilogy, but the description of the ""Negro coachman"" who wears ""a linen duster and one of the Colonel's old plug hats"" while driving the ""surrey and matched pair"" of horses that take ""Colonel Sartoris"" (i.e. Old Bayard) to and from his bank clearly fits Simon as he is described in <em>Flags in the Dust</em> (174).  This is Faulkner's last reference to the family.</p>
","Strothers in The Mansion","The Mansion","",""
"19642","<a href=""/content/strothersinmgm"">StrothersInMGM</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>After the publication of <em>The Unvanquished</em> Faulkner published one last story in what, without too much exaggeration, could be called the Sartoris-Strothers series.  ""My Grandmother Millard and General Bedford Forrest and the Battle of Hurricane Creek"" (1942) takes place in 1862, chronologically before any of the previous stories.  The ""battle of Hurricane Creek"" is a fiction constructed to allow Philip Backhouse, a member of an old southern family, to change his humiliating last name and marry Melisandre, Granny's niece and so from another old southern family.  Intertextually, Faulkner changes two of the Strothers' names as well: Loosh is now called Lucius, and Philadelphy, Philadelphia.  As in the first two tales in the series, Lucius proclaims ""more than once"" that the Yankees are coming (669), and with them will come the fulfillment of his longing for freedom.  Both Granny and the story, however, treat his aspirations with a kind of sarcastic contempt.  As part of the story's romance plot, Granny sends him in the direction of the war to find the Confederate General Forrest, but instead of using this opportunity to link up with the Union forces, Lucius gets so lost that ""he didn't know where he had been"" for four days and is benevolently brought back to Sartoris in ""one of General Forrest's forage wagons"" (690).  Ringo is reduced to the role of supporting player.  Louvinia is explicitly referred to as ""Mammy"" (687).  Early in the tale a group of renegade Yankee soldiers do attack Sartoris, destroying the ""back house"" (676) - that is, the ""outhouse"" or ""privy"" behind the big house (675).  But when the story ends with Granny ordering Louvinia to ""call Joby and Lucius"" to her, it's clear that the old plantation, and the roles it establishes for the Strothers, remain intact (699).</p>
","Strothers in My Grandmother Millard","""My Grandmother Millard""","",""
"19641","<a href=""/content/strothersinrai"">StrothersInRAI</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>Loosh and Philadelphy are only mentioned in this story, and Joby and Louvinia only appear at the beginning and end; Louvinia's desire for Granny to bring Loosh back, however, even though it includes the request for Granny to ""whup him"" first, is the genuine expression of motherly concern (38).  Most of the tale takes place away from Sartoris, as Granny and the two boys - the white Bayard and the black Ringo - follow the Union army in pursuit of their lost property (which includes Loosh and Philadelphy).  It is in this story, while these three move across the burned out ruins of the Old South, that Ringo, and the representation of Ringo, begin to challenge the conventional limits of the role of the 'house slave': on the journey out he tells Bayard to ""tote this pairsawl a while"" (i.e. hold the umbrella over the white mistress) to give his own arm a rest - and Bayard does (39), and on the journey back it is Ringo who displays the most intelligence and takes the initiative when by quick thinking he manages to con an additional 47 mules out of a group of Yankees.</p>
","Strothers in Raid","""Raid""","",""
"19633","<a href=""/content/strothersinret"">StrothersInRET</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>In this story Louvinia, talking to Ringo, calls Joby ""your pappy"" (18), which would make Louvinia his mother and Loosh his brother, but this is the only suggestion of Ringo's specific place on the family tree, and ""pappy"" here seems more like a generic term (like mammy) than a biological fact (like father).  There is no other indication in this story or any of the other <em>Unvanquished</em> stories that Ringo is Joby's son.  It is in this story that Loosh, who is explicitly identified as Louvinia's son, proclaims his own emancipation after the Union army arrives at the plantation: ""I don't belong to John Sartoris now; I belongs to me and God.""  After this, he and a reluctant Philadelphy leave to follow the soldiers ""to Jordan"" (35).  Loosh's rebelliousness causes considerable consternation inside his family, but the story gives no sign about the way his parents react to his departure.</p>
","Strothers in Retreat","""Retreat""","",""
"19640","<a href=""/content/strothersinsas"">StrothersInSAS</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>This story takes place shortly after the South surrenders, ending both the Civil War and slavery.  Not even this last event, however, changes the ways (physical and emotional) that Joby's family continues to serve the Sartoris family.  Louvinia, for example, takes Drusilla ""in her arms"" and consoles her ""like she used to hold [Bayard]"" when he was a child after Drusilla is mortified by the ladies of Jefferson (65).  When Ringo tells Bayard ""I done been abolished"" (66), he acknowledges the way his status has changed, but his main action in the story is to help the white men of Yoknapatawpha hold an election in which all the newly enfranchised former slaves are kept from voting by John Sartoris' violent actions and threats.  The only 'reconstruction' he, Joby and Louvinia participate is rebuilding the Sartoris big house that the Yankees burned down in ""Retreat.""</p>
","Strothers in Skirmish at Sartoris","""Skirmish at Sartoris""","",""
"19637","<a href=""/content/strothersinsy"">StrothersInSY</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>Only one member of the Strothers family appears in this novel, which returns to the Sartoris plantation a decade after the events of <em>Flags in the Dust</em>.  Isom continues to serve the white family, now as a chauffeur.</p>
","Strothers in Sanctuary","Sanctuary","",""
"19635","<a href=""/content/strothersintwq"">StrothersInTWQ</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>In this short story, a kind of coda to the earlier novels <em>Flags in the Dust</em> and <em>Sanctuary</em>, Faulkner illuminates and complicates his representation of the Strother family.  Six of them are mentioned by name: Simon, Elnora, Caspey, Isom, Joby, and Saddie.  These last two, both like Isom children of Elnora, are new additions to the family tree.  The most significant addition, however, is the information that Elnora and Bayard Sartoris are siblings: after describing her as a ""mulatto"" in <em>Flags</em>, Faulkner here reveals that her white father is John Sartoris - making Elnora herself and her children members of both families.  The story's narrator carefully refers to Simon now as ""Elnora's mother's husband"" (727), but that is the only reference to ""Elnora's mother""; in <em>Flags</em> Simon is married to Euphrony, so it can be presumed that she is the woman with whom Sartoris had sex, but that is a presumption.  Another source of confusion is the way Caspey is now referred to as ""Elnora's husband""; in the earlier <em>Flags</em> he is Elnora's brother.  One of Elnora's children - Joby - has moved away (to Memphis), and Caspey is ""in the penitentiary for stealing,"" but the other living members of the Strothers family all remain on the Sartoris plantation, where they work for the white family as servants.  One of the story's longest scenes is Elnora's conversation with Saddie and Isom, but her subject is the ""quality"" of the family they serve, which she tells Isom is ""something you don't know nothing about"" (732).</p>
","Strothers in There Was a Queen","""There Was a Queen""","",""
"19639","<a href=""/content/strothersinunv"">StrothersInUNV</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>This is the first of the three <em>Unvanquished</em> stories that Faulkner published after the publication of <em>Absalom!</em>  Ringo is the only member of the family to play a substantial role.  For example, Loosh appears only when Bayard compares the poor people of Yoknapatawpha looking at Granny to the way the hounds used to look at Loosh when he went into their kennels to feed them (85).  Ringo is still a slave, but when Bayard notes that ""he was taller than me now"" (78), it feels like an acknowledgment of the amount of independence and authority Ringo displays as Granny's resourceful second-in-command in the bloodless campaign to convert Yankee mules into cash to sustain the collapsing economy of the county.</p>
","Strothers in The Unvanquished (story)","""The Unvanquished""","",""
"19643","<a href=""/content/strothersinuv"">StrothersInUV</a>","<a href=""/content/strotherfamily"">StrotherFamily</a>","<p>When Faulkner gathered the six short stories Bayard narrates, along with a seventh that he had not been able to sell, into a novel, he made a number of revisions that significantly effect the story of the Strothers family.  Early in ""Ambuscade"" as the novel's first chapter, he clears up some of the potential ambiguity about Ringo's place on the Strothers family tree by specifying that Ringo is Simon's son and Louvinia's grandson - though still novel still makes no mention of Ringo's mother, except when Bayard says both he and Ringo nursed at same breast.  Simon himself appears in the novel's last chapter, ""An Odor of Verbena,"" a loyal ""body servant"" grieving beside John Sartoris' coffin.  Also in this final chapter Loosh, who had last been seen going off with his wife to find freedom from slavery, makes a brief and unexplained appearance as an employee in the Sartoris stable.  And both Bayard's actions in the story and his narrative of the story essentially relegate Ringo to the same role that Isom plays in Bayard's life at start of <em>Flags</em> - holding the reins of Bayard's horse, or opening the gate for Bayard to ride through.</p>
","Strothers in The Unvanquished (novel)","The Unvanquished","",""
